Annual Return,Sector,Year,Portfolio
-0.08019524634485065,Health Care,2015,Top
-0.227125295673976,Health Care,2016,Top
0.2571691605603763,Health Care,2017,Top
-0.0955668303209598,Health Care,2018,Top
