CBSH,COMMERCE BANCSHARES INC,Equity,0.02,43.49,"23,195.00","1,008,750.55","1,008,750.55",Financials,2213204,US2005251036,NASDAQ
CBST,CUBIST PHARMACEUTICALS INC.,Equity,0.03,100.65,"20,600.00","2,073,390.00","2,073,390.00",Health Care,2240934,US2296781071,NASDAQ
CBT,CABOT CORP.,Equity,0.01,43.86,"17,428.00","764,392.08","764,392.08",Materials,2162500,US1270551013,New York Stock Exchange Inc.
CBU,COMMUNITY BANK SYSTEM INC.,Equity,0.01,38.13,"10,901.00","415,655.13","415,655.13",Financials,2222062,US2036071064,New York Stock Exchange Inc.
CBZ,CBIZ INC,Equity,0,8.56,"10,517.00","90,025.52","90,025.52",Industrials,2730781,US1248051021,New York Stock Exchange Inc.
CCBG,CAPITAL CITY BANK GROUP INC.,Equity,0,15.54,"3,066.00","47,645.64","47,645.64",Financials,2186759,US1396741050,NASDAQ
CCC,CALGON CARBON CORP.,Equity,0.01,20.78,"15,618.00","324,542.04","324,542.04",Materials,2164368,US1296031065,New York Stock Exchange Inc.
CCE,COCA-COLA ENTERPRISES INC,Equity,0.05,44.22,"68,909.00","3,047,155.98","3,047,155.98",Consumer Staples,B42BPG9,US19122T1097,New York Stock Exchange Inc.
CCF,CHASE CORP,Equity,0,35.99,"1,776.00","63,918.24","63,918.24",Materials,2212289,US16150R1041,Nyse Mkt Llc
CCG,CAMPUS CREST COMMUNITIES INC.,Equity,0,7.31,"17,638.00","128,933.78","128,933.78",Financials,B4BQQ40,US13466Y1055,New York Stock Exchange Inc.
CCI,CROWN CASTLE INTERNATIONAL REIT CO,Equity,0.12,78.7,"91,523.00","7,202,860.10","7,202,860.10",Financials,BTGQCX1,US22822V1017,New York Stock Exchange Inc.
CCK,CROWN HOLDINGS INC.,Equity,0.03,50.9,"37,989.00","1,933,640.10","1,933,640.10",Materials,2427986,US2283681060,New York Stock Exchange Inc.
CCL,CARNIVAL CORP,Equity,0.08,45.33,"116,190.00","5,266,892.70","5,266,892.70",Consumer Discretionary,2523044,PA1436583006,New York Stock Exchange Inc.
CCMP,CABOT MICROELECTRONICS CORP.,Equity,0,47.32,"6,342.00","300,103.44","300,103.44",Information Technology,2572381,US12709P1030,NASDAQ
CCNE,CNB FINANCIAL CORP. (PENNSYLVANIA),Equity,0,18.5,"3,448.00","63,788.00","63,788.00",Financials,2619705,US1261281075,NASDAQ
CCO,CLEAR CHANNEL OUTDOOR HOLDINGS INC,Equity,0,10.59,"11,258.00","119,222.22","119,222.22",Consumer Discretionary,B0P01M3,US18451C1099,New York Stock Exchange Inc.
CCOI,COGENT COMMUNICATIONS HOLDINGS INC,Equity,0.01,35.39,"12,906.00","456,743.34","456,743.34",Communication Services,B06RWD1,US19239V3024,NASDAQ
CCRN,CROSS COUNTRY HEALTHCARE INC.,Equity,0,12.48,"7,403.00","92,389.44","92,389.44",Health Care,2809056,US2274831047,NASDAQ
CCS,CENTURY COMMUNITIES INC,Equity,0,17.28,"1,090.00","18,835.20","18,835.20",Consumer Discretionary,BN7ZZ47,US1565043007,New York Stock Exchange Inc.
CCXI,CHEMOCENTRYX INC,Equity,0,6.83,"6,770.00","46,239.10","46,239.10",Health Care,B6ZL968,US16383L1061,NASDAQ
CDE,COEUR MINING INC,Equity,0,5.11,"27,361.00","139,814.71","139,814.71",Materials,2208136,US1921085049,New York Stock Exchange Inc.
CDI,CDI CORP.,Equity,0,17.71,"3,821.00","67,669.91","67,669.91",Industrials,2181129,US1250711009,New York Stock Exchange Inc.
CDK,CDK GLOBAL INC,Equity,0.03,40.76,"44,049.00","1,795,437.24","1,795,437.24",Information Technology,BQXTWQ5,US12508E1010,NASDAQ
CDNS,CADENCE DESIGN SYSTEMS INC,Equity,0.02,18.97,"78,028.00","1,480,191.16","1,480,191.16",Information Technology,2302232,US1273871087,NASDAQ
CDR,CEDAR REALTY TRUST INC,Equity,0,7.34,"17,712.00","130,006.08","130,006.08",Financials,2033242,US1506022094,New York Stock Exchange Inc.
CDW,CDW CORP/DE,Equity,0.01,35.17,"23,725.00","834,408.25","834,408.25",Information Technology,BBM5MD6,US12514G1085,NASDAQ
CE,CELANESE CORP SERIES A,Equity,0.04,59.96,"42,753.00","2,563,469.88","2,563,469.88",Materials,B05MZT4,US1508701034,New York Stock Exchange Inc.
CEB,CORPORATE EXECUTIVE BOARD CO.,Equity,0.01,72.53,"9,170.00","665,100.10","665,100.10",Industrials,2392385,US21988R1023,New York Stock Exchange Inc.
CECE,CECO ENVIRONMENTAL CORP,Equity,0,15.54,"3,730.00","57,964.20","57,964.20",Industrials,2011970,US1251411013,NASDAQ
CECO,CAREER EDUCATION CORP.,Equity,0,6.96,"13,994.00","97,398.24","97,398.24",Consumer Discretionary,2143646,US1416651099,NASDAQ
CELG,CELGENE CORP,Equity,0.39,111.86,"218,988.00","24,495,997.68","24,495,997.68",Health Care,2182348,US1510201049,NASDAQ
CEMP,CEMPRA INC,Equity,0,23.51,"5,572.00","130,997.72","130,997.72",Health Care,B73B6X3,US15130J1097,NASDAQ
CENTA,CENTRAL GARDEN & PET CO. CL A,Equity,0,9.55,"10,488.00","100,160.40","100,160.40",Consumer Staples,B1P36Y6,US1535272058,NASDAQ
CENX,CENTURY ALUMINUM CO.,Equity,0.01,24.4,"14,219.00","346,943.60","346,943.60",Materials,2186254,US1564311082,NASDAQ
CERN,CERNER CORP,Equity,0.08,64.66,"81,046.00","5,240,434.36","5,240,434.36",Health Care,2185284,US1567821046,NASDAQ
CERS,CERUS CORP.,Equity,0,6.24,"16,506.00","102,997.44","102,997.44",Health Care,2222471,US1570851014,NASDAQ
CETV,CENTRAL EUROPEAN MEDIA ENTERPRISES,Equity,0,3.21,"20,856.00","66,947.76","66,947.76",Consumer Discretionary,2529848,BMG200452024,NASDAQ
CEVA,CEVA INC.,Equity,0,18.14,"6,275.00","113,828.50","113,828.50",Information Technology,2986937,US1572101053,NASDAQ
CF,CF INDUSTRIES HOLDINGS INC,Equity,0.06,272.54,"14,334.00","3,906,588.36","3,906,588.36",Materials,B0G4K50,US1252691001,New York Stock Exchange Inc.
CFFN,CAPITOL FEDERAL FINANCIAL INC,Equity,0.01,12.78,"40,715.00","520,337.70","520,337.70",Financials,B3KWJV0,US14057J1016,NASDAQ
CFG,CITIZENS FINANCIAL GROUP INC,Equity,0.02,24.86,"43,816.00","1,089,265.76","1,089,265.76",Financials,BQRX1X3,US1746101054,New York Stock Exchange Inc.
CFI,CULP INC.,Equity,0,21.68,"2,344.00","50,817.92","50,817.92",Consumer Discretionary,2239794,US2302151053,New York Stock Exchange Inc.
CFN,CAREFUSION CORP,Equity,0.05,59.34,"57,110.00","3,388,907.40","3,388,907.40",Health Care,B3N2D37,US14170T1016,New York Stock Exchange Inc.
CFNL,CARDINAL FINANCIAL CORP.,Equity,0,19.83,"8,098.00","160,583.34","160,583.34",Financials,2277556,US14149F1093,NASDAQ
CFR,CULLEN/FROST BANKERS INC.,Equity,0.02,70.64,"14,226.00","1,004,924.64","1,004,924.64",Financials,2239556,US2298991090,New York Stock Exchange Inc.
CFX,COLFAX CORP,Equity,0.02,51.57,"26,153.00","1,348,710.21","1,348,710.21",Industrials,B2RB4W9,US1940141062,New York Stock Exchange Inc.
CGI,CELADON GROUP INC.,Equity,0,22.69,"5,351.00","121,414.19","121,414.19",Industrials,2184195,US1508381001,New York Stock Exchange Inc.
CGNX,COGNEX CORP.,Equity,0.02,41.33,"23,365.00","965,675.45","965,675.45",Information Technology,2208288,US1924221039,NASDAQ
CHCO,CITY HOLDING CO.,Equity,0,46.53,"4,030.00","187,515.90","187,515.90",Financials,2161778,US1778351056,NASDAQ
CHD,CHURCH AND DWIGHT INC,Equity,0.05,78.81,"36,895.00","2,907,694.95","2,907,694.95",Consumer Staples,2195841,US1713401024,New York Stock Exchange Inc.
CHDN,CHURCHILL DOWNS INC.,Equity,0.01,95.3,"3,497.00","333,264.10","333,264.10",Consumer Discretionary,2194105,US1714841087,NASDAQ
CHE,CHEMED CORP.,Equity,0.01,105.67,"4,520.00","477,628.40","477,628.40",Health Care,2190084,US16359R1032,New York Stock Exchange Inc.
CHEF,CHEFS' WAREHOUSE INC,Equity,0,23.04,"6,168.00","142,110.72","142,110.72",Consumer Staples,B63RTD5,US1630861011,NASDAQ
CHFC,CHEMICAL FINANCIAL CORP.,Equity,0,30.64,"10,090.00","309,157.60","309,157.60",Financials,2190277,US1637311028,NASDAQ
CHFN,CHARTER FINANCIAL CORP.,Equity,0,11.45,"6,205.00","71,047.25","71,047.25",Financials,B8T1SQ1,US16122W1080,NASDAQ
CHGG,CHEGG INC,Equity,0,6.91,"19,830.00","137,025.30","137,025.30",Consumer Discretionary,BG6N6K6,US1630921096,New York Stock Exchange Inc.
CHH,CHOICE HOTELS INTERNATIONAL INC.,Equity,0.01,56.02,"9,481.00","531,125.62","531,125.62",Consumer Discretionary,2106780,US1699051066,New York Stock Exchange Inc.
CHK,CHESAPEAKE ENERGY CORP,Equity,0.05,19.57,"144,372.00","2,825,360.04","2,825,360.04",Energy,2182779,US1651671075,New York Stock Exchange Inc.
CHMT,CHEMTURA CORP.,Equity,0.01,24.73,"23,928.00","591,739.44","591,739.44",Materials,B5KT5L7,US1638932095,New York Stock Exchange Inc.
CHRS,COHERUS BIOSCIENCES INC,Equity,0,16.32,"1,852.00","30,224.64","30,224.64",Health Care,BRK0149,US19249H1032,NASDAQ
CHRW,CH ROBINSON WORLDWIDE INC,Equity,0.05,74.89,"40,697.00","3,047,798.33","3,047,798.33",Industrials,2116228,US12541W2098,NASDAQ
CHS,CHICOS FAS INC.,Equity,0.01,16.21,"40,103.00","650,069.63","650,069.63",Consumer Discretionary,2196781,US1686151028,New York Stock Exchange Inc.
CHSP,CHESAPEAKE LODGING TRUST REIT,Equity,0.01,37.21,"15,027.00","559,154.67","559,154.67",Financials,B4TC8L1,US1652401027,New York Stock Exchange Inc.
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Equity,0.06,166.62,"21,725.00","3,619,819.50","3,619,819.50",Consumer Discretionary,B4XT1S6,US16117M3051,NASDAQ
CHUY,CHUY'S HOLDINGS INC,Equity,0,19.67,"4,390.00","86,351.30","86,351.30",Consumer Discretionary,B88WMY1,US1716041017,NASDAQ
CI,CIGNA CORP,Equity,0.12,102.91,"73,271.00","7,540,318.61","7,540,318.61",Health Care,2196479,US1255091092,New York Stock Exchange Inc.
CIA,CITIZENS INC. CL A,Equity,0,7.6,"10,544.00","80,134.40","80,134.40",Financials,2199478,US1747401008,New York Stock Exchange Inc.
CIDM,CINEDIGM CORP CLASS A,Equity,0,1.62,"20,995.00","34,011.90","34,011.90",Consumer Discretionary,BFN8P99,US1724061007,NASDAQ
CIE,COBALT INTERNATIONAL ENERGY INC,Equity,0.01,8.89,"96,105.00","854,373.45","854,373.45",Energy,B4XH005,US19075F1066,New York Stock Exchange Inc.
CIEN,CIENA CORP,Equity,0.01,19.41,"30,082.00","583,891.62","583,891.62",Information Technology,B1FLZ21,US1717793095,New York Stock Exchange Inc.
CIFC,CIFC CORP.,Equity,0,8.27,"1,796.00","14,852.92","14,852.92",Financials,B5STZB9,US12547R1059,NASDAQ
CIM,CHIMERA INVESTMENT CORP.,Equity,0.01,3.18,"282,046.00","896,906.28","896,906.28",Financials,B295NH7,US16934Q1094,New York Stock Exchange Inc.
CINF,CINCINNATI FINANCIAL CORP,Equity,0.04,51.83,"44,686.00","2,316,075.38","2,316,075.38",Financials,2196888,US1720621010,NASDAQ
CIR,CIRCOR INTERNATIONAL INC.,Equity,0,60.28,"4,884.00","294,407.52","294,407.52",Industrials,2496384,US17273K1097,New York Stock Exchange Inc.
CIT,CIT GROUP INC,Equity,0.04,47.83,"50,529.00","2,416,802.07","2,416,802.07",Financials,B4Z73G0,US1255818015,New York Stock Exchange Inc.
CIVI,CIVITAS SOLUTIONS INC,Equity,0,17.03,"3,184.00","54,223.52","54,223.52",Health Care,BQQPW59,US17887R1023,New York Stock Exchange Inc.
CJES,C&J ENERGY SERVICES INC.,Equity,0,13.21,"12,216.00","161,373.36","161,373.36",Energy,B4Z7Z53,US12467B3042,New York Stock Exchange Inc.
CKEC,CARMIKE CINEMAS INC.,Equity,0,26.27,"7,790.00","204,643.30","204,643.30",Consumer Discretionary,2845469,US1434364006,NASDAQ
CKH,SEACOR HOLDINGS INC.,Equity,0.01,73.81,"5,423.00","400,271.63","400,271.63",Energy,2797838,US8119041015,New York Stock Exchange Inc.
CKP,CHECKPOINT SYSTEMS INC.,Equity,0,13.73,"11,121.00","152,691.33","152,691.33",Information Technology,2189725,US1628251035,New York Stock Exchange Inc.
CL,COLGATE-PALMOLIVE,Equity,0.28,69.19,"250,023.00","17,299,091.37","17,299,091.37",Consumer Staples,2209106,US1941621039,New York Stock Exchange Inc.
CLC,CLARCOR INC.,Equity,0.01,66.64,"13,903.00","926,495.92","926,495.92",Industrials,2201265,US1798951075,New York Stock Exchange Inc.
CLCT,COLLECTORS UNIVERSE INC.,Equity,0,20.86,"1,897.00","39,571.42","39,571.42",Consumer Discretionary,2165480,US19421R2004,NASDAQ
CLD,CLOUD PEAK ENERGY INC.,Equity,0,9.18,"16,664.00","152,975.52","152,975.52",Energy,B57LN89,US18911Q1022,New York Stock Exchange Inc.
CLDT,CHATHAM LODGING TRUST REIT,Equity,0,28.97,"8,299.00","240,422.03","240,422.03",Financials,B5LYMC1,US16208T1025,New York Stock Exchange Inc.
CLDX,CELLDEX THERAPEUTICS INC,Equity,0.01,18.25,"25,679.00","468,641.75","468,641.75",Health Care,2868444,US15117B1035,NASDAQ
CLF,CLIFFS NATURAL RESOURCES INC.,Equity,0,7.14,"41,856.00","298,851.84","298,851.84",Materials,2202707,US18683K1016,New York Stock Exchange Inc.
CLFD,CLEARFIELD INC.,Equity,0,12.31,"3,123.00","38,444.13","38,444.13",Information Technology,2002059,US18482P1030,NASDAQ
CLGX,CORELOGIC INC.,Equity,0.01,31.59,"24,191.00","764,193.69","764,193.69",Information Technology,B5541Y2,US21871D1037,New York Stock Exchange Inc.
CLH,CLEAN HARBORS INC.,Equity,0.01,48.05,"16,513.00","793,449.65","793,449.65",Industrials,2202473,US1844961078,New York Stock Exchange Inc.
CLI,MACK-CALI REALTY REIT CORP,Equity,0.01,19.06,"24,220.00","461,633.20","461,633.20",Financials,2192314,US5544891048,New York Stock Exchange Inc.
CLMS,CALAMOS ASSET MANAGEMENT INC. SHS,Equity,0,13.32,"5,370.00","71,528.40","71,528.40",Financials,B02J6B7,US12811R1041,NASDAQ
CLNE,CLEAN ENERGY FUELS CORP.,Equity,0,5,"18,144.00","90,629.28","90,629.28",Energy,B1Y1PC2,US1844991018,NASDAQ
CLNY,COLONY FINANCIAL INC.,Equity,0.01,23.82,"29,493.00","702,523.26","702,523.26",Financials,B4K0074,US19624R1068,New York Stock Exchange Inc.
CLR,CONTINENTAL RESOURCES INC,Equity,0.01,38.36,"23,225.00","890,911.00","890,911.00",Energy,B1XGWS3,US2120151012,New York Stock Exchange Inc.
CLVS,CLOVIS ONCOLOGY INC.,Equity,0.01,56,"6,717.00","376,152.00","376,152.00",Health Care,B6RS2B3,US1894641000,NASDAQ
CLW,CLEARWATER PAPER CORP.,Equity,0.01,68.55,"5,199.00","356,391.45","356,391.45",Materials,B3K9Z35,US18538R1032,New York Stock Exchange Inc.
CLX,CLOROX,Equity,0.06,104.21,"35,232.00","3,671,526.72","3,671,526.72",Consumer Staples,2204026,US1890541097,New York Stock Exchange Inc.
CMA,COMERICA INC,Equity,0.04,46.84,"49,814.00","2,333,287.76","2,333,287.76",Financials,2212870,US2003401070,New York Stock Exchange Inc.
CMC,COMMERCIAL METALS CO.,Equity,0.01,16.29,"31,807.00","518,136.03","518,136.03",Materials,2213260,US2017231034,New York Stock Exchange Inc.
CMCO,COLUMBUS MCKINNON CORP.,Equity,0,28.04,"5,351.00","150,042.04","150,042.04",Industrials,2211071,US1993331057,NASDAQ
CMCSA,COMCAST A CORP,Equity,0.66,58.01,"708,269.00","41,086,684.69","41,086,684.69",Consumer Discretionary,2044545,US20030N1019,NASDAQ
CME,CME GROUP INC CLASS A,Equity,0.12,88.65,"86,937.00","7,706,965.05","7,706,965.05",Financials,2965839,US12572Q1058,NASDAQ
CMG,CHIPOTLE MEXICAN GRILL INC,Equity,0.09,684.51,"8,552.00","5,853,929.52","5,853,929.52",Consumer Discretionary,B0X7DZ3,US1696561059,New York Stock Exchange Inc.
CMI,CUMMINS INC,Equity,0.12,144.17,"50,398.00","7,265,879.66","7,265,879.66",Industrials,2240202,US2310211063,New York Stock Exchange Inc.
CMLS,CUMULUS MEDIA INC.,Equity,0,4.23,"37,594.00","159,022.62","159,022.62",Consumer Discretionary,2259736,US2310821085,NASDAQ
CMN,CANTEL MEDICAL CORP.,Equity,0.01,43.26,"8,797.00","380,558.22","380,558.22",Health Care,2188153,US1380981084,New York Stock Exchange Inc.
CMO,CAPSTEAD MORTGAGE CORP.,Equity,0.01,12.28,"25,511.00","313,275.08","313,275.08",Financials,2771984,US14067E5069,New York Stock Exchange Inc.
CMP,COMPASS MINERALS INTERNATIONAL INC,Equity,0.01,86.83,"9,081.00","788,503.23","788,503.23",Materials,2202763,US20451N1019,New York Stock Exchange Inc.
CMPR,CIMPRESS NV,Equity,0.01,74.84,"8,818.00","659,939.12","659,939.12",Information Technology,B48HGT1,NL0009272269,NASDAQ
CMRX,CHIMERIX INC.,Equity,0,40.26,"7,268.00","292,609.68","292,609.68",Health Care,B8RLM49,US16934W1062,NASDAQ
CMS,CMS ENERGY CORP,Equity,0.04,34.75,"74,737.00","2,597,110.75","2,597,110.75",Utilities,2219224,US1258961002,New York Stock Exchange Inc.
CMTL,COMTECH TELECOMMUNICATIONS CORP.,Equity,0,31.52,"4,942.00","155,771.84","155,771.84",Information Technology,2215341,US2058262096,NASDAQ
CNA,CNA FINANCIAL CORP,Equity,0,38.71,"7,277.00","281,692.67","281,692.67",Financials,2204866,US1261171003,New York Stock Exchange Inc.
CNBKA,CENTURY BANCORP INC. CL A,Equity,0,40.06,942,"37,736.52","37,736.52",Financials,2185563,US1564321065,NASDAQ
CNC,CENTENE CORP.,Equity,0.03,103.85,"15,911.00","1,652,357.35","1,652,357.35",Health Care,2807061,US15135B1017,New York Stock Exchange Inc.
CNK,CINEMARK HOLDINGS INC.,Equity,0.02,35.58,"31,590.00","1,123,972.20","1,123,972.20",Consumer Discretionary,B1W7RQ0,US17243V1026,New York Stock Exchange Inc.
CNL,CLECO CORP.,Equity,0.01,54.54,"16,668.00","909,072.72","909,072.72",Utilities,2182445,US12561W1053,New York Stock Exchange Inc.
CNMD,CONMED CORP.,Equity,0.01,44.96,"7,793.00","350,373.28","350,373.28",Health Care,2216010,US2074101013,NASDAQ
CNO,CNO FINANCIAL GROUP INC.,Equity,0.02,17.22,"56,371.00","970,708.62","970,708.62",Financials,2657750,US12621E1038,New York Stock Exchange Inc.
CNOB,CONNECTONE BANCORP INC,Equity,0,19,"7,548.00","143,412.00","143,412.00",Financials,BNQ4YF9,US20786W1071,NASDAQ
CNP,CENTERPOINT ENERGY INC,Equity,0.04,23.43,"116,584.00","2,731,563.12","2,731,563.12",Utilities,2440637,US15189T1079,New York Stock Exchange Inc.
CNS,COHEN & STEERS INC.,Equity,0,42.08,"5,065.00","213,135.20","213,135.20",Financials,B02H882,US19247A1007,New York Stock Exchange Inc.
CNSI,COMVERSE INC,Equity,0,18.78,"5,940.00","111,553.20","111,553.20",Information Technology,B8LS5J2,US20585P1057,NASDAQ
CNSL,CONSOLIDATED COMMUNICATIONS HOLDIN,Equity,0.01,27.83,"13,662.00","380,213.46","380,213.46",Communication Services,B07LSQ7,US2090341072,NASDAQ
CNW,CON-WAY INC.,Equity,0.01,49.18,"15,345.00","754,667.10","754,667.10",Industrials,2217228,US2059441012,New York Stock Exchange Inc.
CNX,CONSOL ENERGY INC,Equity,0.03,33.81,"62,686.00","2,119,413.66","2,119,413.66",Energy,2413758,US20854P1093,New York Stock Exchange Inc.
COB,COMMUNITYONE BANCORP,Equity,0,11.45,"2,813.00","32,208.85","32,208.85",Financials,BBXBWH7,US20416Q1085,NASDAQ
COBZ,COBIZ FINANCIAL INC.,Equity,0,13.13,"9,472.00","124,367.36","124,367.36",Financials,2257752,US1908971088,NASDAQ
CODE,SPANSION INC. CL A,Equity,0.01,34.22,"16,419.00","561,858.18","561,858.18",Information Technology,B4M6PQ4,US84649R2004,New York Stock Exchange Inc.
COF,CAPITAL ONE FINANCIAL CORP,Equity,0.21,82.55,"156,663.00","12,932,530.65","12,932,530.65",Financials,2654461,US14040H1059,New York Stock Exchange Inc.
COG,CABOT OIL & GAS CORP,Equity,0.05,29.61,"114,397.00","3,387,295.17","3,387,295.17",Energy,2162340,US1270971039,New York Stock Exchange Inc.
COH,COACH INC,Equity,0.04,37.56,"74,626.00","2,802,952.56","2,802,952.56",Consumer Discretionary,2646015,US1897541041,New York Stock Exchange Inc.
COHR,COHERENT INC.,Equity,0.01,60.72,"6,392.00","388,122.24","388,122.24",Information Technology,2208374,US1924791031,NASDAQ
COHU,COHU INC.,Equity,0,11.9,"6,365.00","75,743.50","75,743.50",Information Technology,2208426,US1925761066,NASDAQ
COKE,COCA-COLA BOTTLING CO. CONSOLIDATE,Equity,0,88.03,"1,240.00","109,157.20","109,157.20",Consumer Staples,2206721,US1910981026,NASDAQ
COL,ROCKWELL COLLINS INC,Equity,0.05,84.48,"37,132.00","3,136,911.36","3,136,911.36",Industrials,2767228,US7743411016,New York Stock Exchange Inc.
COLB,COLUMBIA BANKING SYSTEM INC.,Equity,0.01,27.61,"14,546.00","401,615.06","401,615.06",Financials,2176608,US1972361026,NASDAQ
COLM,COLUMBIA SPORTSWEAR CO.,Equity,0.01,44.54,"8,098.00","360,684.92","360,684.92",Consumer Discretionary,2229126,US1985161066,NASDAQ
COMM,COMMSCOPE HOLDING INC,Equity,0.01,22.83,"16,976.00","387,562.08","387,562.08",Information Technology,BFRBX34,US20337X1090,NASDAQ
CONE,CYRUSONE REIT INC,Equity,0,27.55,"9,096.00","250,594.80","250,594.80",Financials,B7YRLH9,US23283R1005,NASDAQ
CONN,CONNS INC.,Equity,0,18.69,"7,522.00","140,586.18","140,586.18",Consumer Discretionary,2925792,US2082421072,NASDAQ
COO,COOPER COS.,Equity,0.03,162.09,"13,126.00","2,127,593.34","2,127,593.34",Health Care,2222631,US2166484020,New York Stock Exchange Inc.
COP,CONOCOPHILLIPS,Equity,0.37,69.06,"335,722.00","23,184,961.32","23,184,961.32",Energy,2685717,US20825C1045,New York Stock Exchange Inc.
COR,CORESITE REALTY CORP.,Equity,0,39.05,"5,731.00","223,795.55","223,795.55",Financials,B3T3VV8,US21870Q1058,New York Stock Exchange Inc.
CORE,CORE-MARK HOLDING CO. INC.,Equity,0.01,61.93,"6,272.00","388,424.96","388,424.96",Consumer Discretionary,B0637B2,US2186811046,NASDAQ
CORR,CORENERGY INFRASTRUCTURE TRUST REI,Equity,0,6.48,"8,654.00","56,077.92","56,077.92",Financials,B9B9FJ2,US21870U2050,New York Stock Exchange Inc.
CORT,CORCEPT THERAPEUTICS INC.,Equity,0,3,"13,557.00","40,671.00","40,671.00",Health Care,B00SCY1,US2183521028,NASDAQ
COST,COSTCO WHOLESALE CORP,Equity,0.27,141.75,"120,291.00","17,051,249.25","17,051,249.25",Consumer Staples,2701271,US22160K1051,NASDAQ
COTY,COTY INC CLASS A,Equity,0.01,20.66,"19,272.00","398,159.52","398,159.52",Consumer Staples,BBBSMJ2,US2220702037,New York Stock Exchange Inc.
COUP,COUPONS.COM,Equity,0,17.75,"3,298.00","58,539.50","58,539.50",Consumer Discretionary,BK4Z3D4,US22265J1025,New York Stock Exchange Inc.
COV,COVIDIEN ORD,Equity,0.2,102.28,"123,616.00","12,643,444.48","12,643,444.48",Health Care,B68SQD2,IE00B68SQD29,New York Stock Exchange Inc.
COVS,COVISINT CORP,Equity,0,2.65,"10,438.00","27,660.70","27,660.70",Information Technology,BDV0KZ4,US22357R1032,NASDAQ
COWN,COWEN GROUP INC.,Equity,0,4.8,"26,877.00","129,009.60","129,009.60",Financials,B59SWL4,US2236221014,NASDAQ
CPA,COPA HOLDINGS A SA,Equity,0.02,103.64,"9,081.00","941,154.84","941,154.84",Industrials,B0TNJH9,PAP310761054,New York Stock Exchange Inc.
CPB,CAMPBELL SOUP,Equity,0.03,44,"47,946.00","2,109,624.00","2,109,624.00",Consumer Staples,2162845,US1344291091,New York Stock Exchange Inc.
CPE,CALLON PETROLEUM CO.,Equity,0,5.45,"11,196.00","61,018.20","61,018.20",Energy,2186072,US13123X1028,New York Stock Exchange Inc.
CPF,CENTRAL PACIFIC FINANCIAL CORP.,Equity,0,21.5,"5,963.00","128,204.50","128,204.50",Financials,2230946,US1547604090,New York Stock Exchange Inc.
CPHD,CEPHEID,Equity,0.02,54.14,"19,342.00","1,047,175.88","1,047,175.88",Health Care,2589143,US15670R1077,NASDAQ
CPK,CHESAPEAKE UTILITIES CORP.,Equity,0,49.66,"4,065.00","201,867.90","201,867.90",Utilities,2190750,US1653031088,New York Stock Exchange Inc.
CPLA,CAPELLA EDUCATION CO.,Equity,0,76.96,"3,025.00","232,804.00","232,804.00",Consumer Discretionary,B0GWDP5,US1395941057,NASDAQ
CPN,CALPINE CORP,Equity,0.04,22.13,"107,615.00","2,381,519.95","2,381,519.95",Utilities,B2NKK22,US1313473043,New York Stock Exchange Inc.
CPRT,COPART INC.,Equity,0.02,36.49,"30,530.00","1,114,039.70","1,114,039.70",Industrials,2208073,US2172041061,NASDAQ
CPS,COOPER STANDARD HOLDINGS INC,Equity,0,57.88,"3,764.00","217,860.32","217,860.32",Consumer Discretionary,B51JS17,US21676P1030,New York Stock Exchange Inc.
CPSI,COMPUTER PROGRAMS & SYSTEMS INC.,Equity,0,60.75,"3,041.00","184,740.75","184,740.75",Health Care,2872122,US2053061030,NASDAQ
CPSS,CONSUMER PORTFOLIO SERVICES INC.,Equity,0,7.36,"4,697.00","34,569.92","34,569.92",Financials,2223872,US2105021008,NASDAQ
CPST,CAPSTONE TURBINE CORP.,Equity,0,0.74,"81,880.00","60,533.88","60,533.88",Industrials,2606246,US14067D1028,NASDAQ
CPT,CAMDEN PROPERTY TRUST REIT,Equity,0.03,73.84,"23,171.00","1,710,946.64","1,710,946.64",Financials,2166320,US1331311027,New York Stock Exchange Inc.
CQB,CHIQUITA BRANDS INTERNATIONAL INC.,Equity,0,14.46,"11,934.00","172,565.64","172,565.64",Consumer Staples,2855468,US1700328099,New York Stock Exchange Inc.
CR,CRANE,Equity,0.01,58.7,"13,395.00","786,286.50","786,286.50",Industrials,2231897,US2243991054,New York Stock Exchange Inc.
CRAI,CRA INTERNATIONAL INC.,Equity,0,30.32,"2,939.00","89,110.48","89,110.48",Industrials,2240622,US12618T1051,NASDAQ
CRAY,CRAY INC.,Equity,0.01,34.48,"10,425.00","359,454.00","359,454.00",Information Technology,B16NWY7,US2252233042,NASDAQ
CRC,CALIFORNIA RESOURCES CORP,Equity,0.01,5.51,"83,488.00","460,018.88","460,018.88",Energy,BRJ3H52,US13057Q1076,New York Stock Exchange Inc.
CRCM,CARE.COM INC,Equity,0,8.28,"1,810.00","14,986.80","14,986.80",Information Technology,BJ2SGK6,US1416331072,New York Stock Exchange Inc.
CRD.B,CRAWFORD & CO. CL B,Equity,0,10.28,"6,961.00","71,559.08","71,559.08",Financials,2232072,US2246331076,New York Stock Exchange Inc.
CREE,CREE INC,Equity,0.02,32.22,"33,385.00","1,075,664.70","1,075,664.70",Information Technology,2232351,US2254471012,NASDAQ
CRI,CARTERS INC.,Equity,0.02,87.31,"14,326.00","1,250,803.06","1,250,803.06",Consumer Discretionary,2980939,US1462291097,New York Stock Exchange Inc.
