Annual Return,Sector,Year,Portfolio
-0.014413417059562561,Information Technology,2015,Top
-0.0070127721362927,Information Technology,2016,Top
0.20728640492714767,Information Technology,2017,Top
-0.1567758919993254,Information Technology,2018,Top
