iShares Russell 3000 ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Sep 28, 2018"
Total Net Assets,"9,038,780,007.41"
Shares Outstanding,"52,450,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"AAPL","APPLE INC","Equity","3.66","225.74","1,466,363.00","331,016,783.62","331,016,783.62","Information Technology","2046251","US0378331005","NASDAQ"
"MSFT","MICROSOFT CORP","Equity","2.91","114.37","2,299,130.00","262,951,498.10","262,951,498.10","Information Technology","2588173","US5949181045","NASDAQ"
"AMZN","AMAZON COM INC","Equity","2.73","2,003.00","123,325.00","247,019,975.00","247,019,975.00","Consumer Discretionary","2000019","US0231351067","NASDAQ"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Equity","1.39","214.11","587,649.00","125,821,527.39","125,821,527.39","Financials","2073390","US0846707026","New York Stock Exchange Inc."
"FB","FACEBOOK CLASS A INC","Equity","1.31","164.46","721,352.00","118,633,549.92","118,633,549.92","Information Technology","B7TL820","US30303M1027","NASDAQ"
"JPM","JPMORGAN CHASE & CO","Equity","1.27","112.84","1,014,532.00","114,479,790.88","114,479,790.88","Financials","2190385","US46625H1005","New York Stock Exchange Inc."
"JNJ","JOHNSON & JOHNSON","Equity","1.24","138.17","814,422.00","112,528,687.74","112,528,687.74","Health Care","2475833","US4781601046","New York Stock Exchange Inc."
"GOOG","ALPHABET INC CLASS C","Equity","1.22","1,193.47","92,366.00","110,236,050.02","110,236,050.02","Information Technology","BYY88Y7","US02079K1079","NASDAQ"
"GOOGL","ALPHABET INC CLASS A","Equity","1.21","1,207.08","90,623.00","109,389,210.84","109,389,210.84","Information Technology","BYVY8G0","US02079K3059","NASDAQ"
"XOM","EXXON MOBIL CORP","Equity","1.21","85.02","1,285,166.00","109,264,813.32","109,264,813.32","Energy","2326618","US30231G1022","New York Stock Exchange Inc."
"BAC","BANK OF AMERICA CORP","Equity","0.92","29.46","2,824,191.00","83,200,666.86","83,200,666.86","Financials","2295677","US0605051046","New York Stock Exchange Inc."
"V","VISA INC CLASS A","Equity","0.90","150.09","542,311.00","81,395,457.99","81,395,457.99","Information Technology","B2PZN04","US92826C8394","New York Stock Exchange Inc."
"PFE","PFIZER INC","Equity","0.86","44.07","1,760,011.00","77,563,684.77","77,563,684.77","Health Care","2684703","US7170811035","New York Stock Exchange Inc."
"UNH","UNITEDHEALTH GROUP INC","Equity","0.85","266.04","289,955.00","77,139,628.20","77,139,628.20","Health Care","2917766","US91324P1021","New York Stock Exchange Inc."
"T","AT&T INC","Equity","0.82","33.58","2,205,018.00","74,044,504.44","74,044,504.44","Telecommunications","2831811","US00206R1023","New York Stock Exchange Inc."
"HD","HOME DEPOT INC","Equity","0.80","207.15","349,629.00","72,425,647.35","72,425,647.35","Consumer Discretionary","2434209","US4370761029","New York Stock Exchange Inc."
"CVX","CHEVRON CORP","Equity","0.78","122.28","577,819.00","70,655,707.32","70,655,707.32","Energy","2838555","US1667641005","New York Stock Exchange Inc."
"CSCO","CISCO SYSTEMS INC","Equity","0.77","48.65","1,428,082.00","69,476,189.30","69,476,189.30","Information Technology","2198163","US17275R1023","NASDAQ"
"WFC","WELLS FARGO","Equity","0.77","52.56","1,316,832.00","69,212,689.92","69,212,689.92","Financials","2649100","US9497461015","New York Stock Exchange Inc."
"VZ","VERIZON COMMUNICATIONS INC","Equity","0.74","53.39","1,254,857.00","66,996,815.23","66,996,815.23","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc."
"INTC","INTEL CORPORATION","Equity","0.73","47.29","1,400,298.00","66,220,092.42","66,220,092.42","Information Technology","2463247","US4581401001","NASDAQ"
"PG","PROCTER & GAMBLE","Equity","0.70","83.23","755,592.00","62,887,922.16","62,887,922.16","Consumer Staples","2704407","US7427181091","New York Stock Exchange Inc."
"MA","MASTERCARD INC CLASS A","Equity","0.69","222.61","278,679.00","62,036,732.19","62,036,732.19","Information Technology","B121557","US57636Q1040","New York Stock Exchange Inc."
"BA","BOEING","Equity","0.68","371.90","164,321.00","61,110,979.90","61,110,979.90","Industrials","2108601","US0970231058","New York Stock Exchange Inc."
"MRK","MERCK & CO INC","Equity","0.63","70.94","807,469.00","57,281,850.86","57,281,850.86","Health Care","2778844","US58933Y1055","New York Stock Exchange Inc."
"C","CITIGROUP INC","Equity","0.61","71.74","763,672.00","54,785,829.28","54,785,829.28","Financials","2297907","US1729674242","New York Stock Exchange Inc."
"KO","COCA-COLA","Equity","0.59","46.19","1,160,346.00","53,596,381.74","53,596,381.74","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc."
