iShares Russell 3000 ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"May 31, 2016"
Total Net Assets,"6,051,106,044.45"
Shares Outstanding,"48,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"AAPL","APPLE INC","Equity","2.57","99.86","1,558,666.00","155,648,386.76","155,648,386.76","Information Technology","2046251","US0378331005","NASDAQ"
"MSFT","MICROSOFT CORP","Equity","1.92","53.00","2,188,676.00","115,999,828.00","115,999,828.00","Information Technology","2588173","US5949181045","NASDAQ"
"XOM","EXXON MOBIL CORP","Equity","1.66","89.02","1,131,224.00","100,701,560.48","100,701,560.48","Energy","2326618","US30231G1022","New York Stock Exchange Inc."
"JNJ","JOHNSON & JOHNSON","Equity","1.40","112.69","750,268.00","84,547,700.92","84,547,700.92","Health Care","2475833","US4781601046","New York Stock Exchange Inc."
"GE","GENERAL ELECTRIC","Equity","1.27","30.23","2,544,483.00","76,919,721.09","76,919,721.09","Industrials","2380498","US3696041033","New York Stock Exchange Inc."
"AMZN","AMAZON COM INC","Equity","1.23","722.79","103,131.00","74,542,055.49","74,542,055.49","Consumer Discretionary","2000019","US0231351067","NASDAQ"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Equity","1.17","140.54","503,201.00","70,719,868.54","70,719,868.54","Financials","2073390","US0846707026","New York Stock Exchange Inc."
"FB","FACEBOOK CLASS A INC","Equity","1.15","118.81","585,497.00","69,562,898.57","69,562,898.57","Information Technology","B7TL820","US30303M1027","NASDAQ"
"JPM","JPMORGAN CHASE & CO","Equity","1.08","65.27","1,004,072.00","65,535,779.44","65,535,779.44","Financials","2190385","US46625H1005","New York Stock Exchange Inc."
"T","AT&T INC","Equity","1.07","39.15","1,647,000.00","64,480,050.00","64,480,050.00","Telecommunications","2831811","US00206R1023","New York Stock Exchange Inc."
"WFC","WELLS FARGO","Equity","1.06","50.72","1,260,500.00","63,932,560.00","63,932,560.00","Financials","2649100","US9497461015","New York Stock Exchange Inc."
"PG","PROCTER & GAMBLE","Equity","0.98","81.04","734,032.00","59,485,953.28","59,485,953.28","Consumer Staples","2704407","US7427181091","New York Stock Exchange Inc."
"GOOG","ALPHABET INC CLASS C","Equity","0.97","735.72","79,589.00","58,555,219.08","58,555,219.08","Information Technology","BYY88Y7","US02079K1079","NASDAQ"
"GOOGL","ALPHABET INC CLASS A","Equity","0.97","748.85","77,994.00","58,405,806.90","58,405,806.90","Information Technology","BYVY8G0","US02079K3059","NASDAQ"
"PFE","PFIZER INC","Equity","0.96","34.70","1,666,030.00","57,811,241.00","57,811,241.00","Health Care","2684703","US7170811035","New York Stock Exchange Inc."
"VZ","VERIZON COMMUNICATIONS INC","Equity","0.93","50.90","1,103,485.00","56,167,386.50","56,167,386.50","Telecommunications","2090571","US92343V1044","New York Stock Exchange Inc."
"CVX","CHEVRON CORP","Equity","0.85","101.00","508,789.00","51,387,689.00","51,387,689.00","Energy","2838555","US1667641005","New York Stock Exchange Inc."
"KO","COCA-COLA","Equity","0.78","44.60","1,060,951.00","47,318,414.60","47,318,414.60","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc."
"HD","HOME DEPOT INC","Equity","0.77","132.12","351,457.00","46,434,498.84","46,434,498.84","Consumer Discretionary","2434209","US4370761029","New York Stock Exchange Inc."
"DIS","WALT DISNEY","Equity","0.75","99.22","459,085.00","45,550,413.70","45,550,413.70","Consumer Discretionary","2270726","US2546871060","New York Stock Exchange Inc."
"MRK","MERCK & CO INC","Equity","0.71","56.26","764,410.00","43,005,706.60","43,005,706.60","Health Care","2778844","US58933Y1055","New York Stock Exchange Inc."
"CMCSA","COMCAST A CORP","Equity","0.71","63.30","677,526.00","42,887,395.80","42,887,395.80","Consumer Discretionary","2044545","US20030N1019","NASDAQ"
"BAC","BANK OF AMERICA CORP","Equity","0.69","14.79","2,841,590.00","42,027,116.10","42,027,116.10","Financials","2295677","US0605051046","New York Stock Exchange Inc."
"V","VISA INC CLASS A","Equity","0.69","78.94","529,628.00","41,808,834.32","41,808,834.32","Information Technology","B2PZN04","US92826C8394","New York Stock Exchange Inc."
"PM","PHILIP MORRIS INTERNATIONAL INC","Equity","0.68","98.68","419,160.00","41,362,708.80","41,362,708.80","Consumer Staples","B2PKRQ3","US7181721090","New York Stock Exchange Inc."
"INTC","INTEL CORPORATION CORP","Equity","0.67","31.59","1,283,675.00","40,551,293.25","40,551,293.25","Information Technology","2463247","US4581401001","NASDAQ"
"PEP","PEPSICO INC","Equity","0.67","101.17","399,396.00","40,406,893.32","40,406,893.32","Consumer Staples","2681511","US7134481081","New York Stock Exchange Inc."
"CSCO","CISCO SYSTEMS INC","Equity","0.66","29.05","1,376,232.00","39,979,539.60","39,979,539.60","Information Technology","2198163","US17275R1023","NASDAQ"
"C","CITIGROUP INC","Equity","0.63","46.57","821,111.00","38,239,139.27","38,239,139.27","Financials","2297907","US1729674242","New York Stock Exchange Inc."
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Equity","0.62","153.74","245,769.00","37,784,526.06","37,784,526.06","Information Technology","2005973","US4592001014","New York Stock Exchange Inc."
"ORCL","ORACLE CORP","Equity","0.57","40.20","857,625.00","34,476,525.00","34,476,525.00","Information Technology","2661568","US68389X1054","New York Stock Exchange Inc."
"UNH","UNITEDHEALTH GROUP INC","Equity","0.57","133.67","257,661.00","34,441,545.87","34,441,545.87","Health Care","2917766","US91324P1021","New York Stock Exchange Inc."
"MO","ALTRIA GROUP INC","Equity","0.56","63.64","532,311.00","33,876,272.04","33,876,272.04","Consumer Staples","2692632","US02209S1033","New York Stock Exchange Inc."
"AMGN","AMGEN INC","Equity","0.54","157.95","205,836.00","32,511,796.20","32,511,796.20","Health Care","2023607","US0311621009","NASDAQ"
"BMY","BRISTOL MYERS SQUIBB","Equity","0.53","71.70","451,283.00","32,356,991.10","32,356,991.10","Health Care","2126335","US1101221083","New York Stock Exchange Inc."
"GILD","GILEAD SCIENCES INC","Equity","0.53","87.06","370,043.00","32,215,943.58","32,215,943.58","Health Care","2369174","US3755581036","NASDAQ"
"MDT","MEDTRONIC PLC","Equity","0.51","80.48","385,813.00","31,050,230.24","31,050,230.24","Health Care","BTN1Y11","IE00BTN1Y115","New York Stock Exchange Inc."
"WMT","WALMART STORES INC","Equity","0.50","70.78","427,683.00","30,271,402.74","30,271,402.74","Consumer Staples","2936921","US9311421039","New York Stock Exchange Inc."
"CVS","CVS HEALTH CORP","Equity","0.49","96.45","305,515.00","29,466,921.75","29,466,921.75","Consumer Staples","2577609","US1266501006","New York Stock Exchange Inc."
"MCD","MCDONALDS CORP","Equity","0.48","122.06","239,118.00","29,186,743.08","29,186,743.08","Consumer Discretionary","2550707","US5801351017","New York Stock Exchange Inc."
"SLB","SCHLUMBERGER NV","Equity","0.48","76.30","380,289.00","29,016,050.70","29,016,050.70","Energy","2779201","AN8068571086","New York Stock Exchange Inc."
"MMM","3M CO","Equity","0.48","168.32","171,769.00","28,912,158.08","28,912,158.08","Industrials","2595708","US88579Y1010","New York Stock Exchange Inc."
"ABBV","ABBVIE INC","Equity","0.47","62.93","448,273.00","28,209,819.89","28,209,819.89","Health Care","B92SR70","US00287Y1091","New York Stock Exchange Inc."
"MA","MASTERCARD INC CLASS A","Equity","0.43","95.90","270,769.00","25,966,747.10","25,966,747.10","Information Technology","B121557","US57636Q1040","New York Stock Exchange Inc."
"AGN","ALLERGAN","Equity","0.41","235.75","106,337.00","25,068,947.75","25,068,947.75","Health Care","BY9D546","IE00BY9D5467","New York Stock Exchange Inc."
"HON","HONEYWELL INTERNATIONAL INC","Equity","0.40","113.83","211,821.00","24,111,584.43","24,111,584.43","Industrials","2020459","US4385161066","New York Stock Exchange Inc."
"UTX","UNITED TECHNOLOGIES CORP","Equity","0.38","100.58","226,037.00","22,734,801.46","22,734,801.46","Industrials","2915500","US9130171096","New York Stock Exchange Inc."
"CELG","CELGENE CORP","Equity","0.37","105.52","214,409.00","22,624,437.68","22,624,437.68","Health Care","2182348","US1510201049","NASDAQ"
"QCOM","QUALCOMM INC","Equity","0.37","54.92","406,451.00","22,322,288.92","22,322,288.92","Information Technology","2714923","US7475251036","NASDAQ"
"SBUX","STARBUCKS CORP","Equity","0.37","54.89","405,483.00","22,256,961.87","22,256,961.87","Consumer Discretionary","2842255","US8552441094","NASDAQ"
"BA","BOEING","Equity","0.37","126.15","176,418.00","22,255,130.70","22,255,130.70","Industrials","2108601","US0970231058","New York Stock Exchange Inc."
"NKE","NIKE INC CLASS B","Equity","0.33","55.22","366,698.00","20,249,063.56","20,249,063.56","Consumer Discretionary","2640147","US6541061031","New York Stock Exchange Inc."
"ACN","ACCENTURE PLC","Equity","0.33","118.97","169,940.00","20,217,761.80","20,217,761.80","Information Technology","B4BNMY3","IE00B4BNMY34","New York Stock Exchange Inc."
"UNP","UNION PACIFIC CORP","Equity","0.33","84.19","236,898.00","19,944,442.62","19,944,442.62","Industrials","2914734","US9078181081","New York Stock Exchange Inc."
"LLY","ELI LILLY","Equity","0.33","75.03","264,663.00","19,857,664.89","19,857,664.89","Health Care","2516152","US5324571083","New York Stock Exchange Inc."
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Equity","0.32","44.49","440,147.00","19,582,140.03","19,582,140.03","Consumer Staples","B8CKK03","US6092071058","NASDAQ"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Equity","0.32","103.09","189,805.00","19,566,997.45","19,566,997.45","Industrials","2517382","US9113121068","New York Stock Exchange Inc."
"LOW","LOWES COMPANIES INC","Equity","0.32","80.13","242,443.00","19,426,957.59","19,426,957.59","Consumer Discretionary","2536763","US5486611073","New York Stock Exchange Inc."
"USB","US BANCORP","Equity","0.32","42.82","453,416.00","19,415,273.12","19,415,273.12","Financials","2736035","US9029733048","New York Stock Exchange Inc."
"GS","GOLDMAN SACHS GROUP INC","Equity","0.31","159.48","116,928.00","18,647,677.44","18,647,677.44","Financials","2407966","US38141G1040","New York Stock Exchange Inc."
"WBA","WALGREEN BOOTS ALLIANCE","Equity","0.30","77.40","232,757.00","18,015,391.80","18,015,391.80","Consumer Staples","BTN1Y44","US9314271084","NASDAQ"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Equity","0.30","57.88","310,890.00","17,994,313.20","17,994,313.20","Financials","2027342","US0268747849","New York Stock Exchange Inc."
"PCLN","PRICELINE GROUP INC/THE","Equity","0.29","1,264.33","14,044.00","17,756,250.52","17,756,250.52","Consumer Discretionary","2779063","US7415034039","NASDAQ"
"COST","COSTCO WHOLESALE CORP","Equity","0.29","148.77","119,124.00","17,722,077.48","17,722,077.48","Consumer Staples","2701271","US22160K1051","NASDAQ"
"BIIB","BIOGEN INC","Equity","0.29","289.73","60,220.00","17,447,540.60","17,447,540.60","Health Care","2455965","US09062X1037","NASDAQ"
"LMT","LOCKHEED MARTIN CORP","Equity","0.29","236.23","73,544.00","17,373,299.12","17,373,299.12","Industrials","2522096","US5398301094","New York Stock Exchange Inc."
"CL","COLGATE-PALMOLIVE","Equity","0.29","70.41","245,142.00","17,260,448.22","17,260,448.22","Consumer Staples","2209106","US1941621039","New York Stock Exchange Inc."
"TXN","TEXAS INSTRUMENTS INCORPORATED","Equity","0.28","60.60","281,286.00","17,045,931.60","17,045,931.60","Information Technology","2885409","US8825081040","NASDAQ"
"TWX","TIME WARNER INC","Equity","0.28","75.66","223,465.00","16,907,361.90","16,907,361.90","Consumer Discretionary","B63QTN2","US8873173038","New York Stock Exchange Inc."
"SPG","SIMON PROPERTY GROUP REIT INC","Equity","0.27","197.64","84,130.00","16,627,453.20","16,627,453.20","Financials","2812452","US8288061091","New York Stock Exchange Inc."
"TMO","THERMO FISHER SCIENTIFIC INC","Equity","0.27","151.77","107,661.00","16,339,709.97","16,339,709.97","Health Care","2886907","US8835561023","New York Stock Exchange Inc."
"DD","E I DU PONT DE NEMOURS","Equity","0.26","65.41","244,825.00","16,014,003.25","16,014,003.25","Materials","2018175","US2635341090","New York Stock Exchange Inc."
"ABT","ABBOTT LABORATORIES","Equity","0.26","39.63","403,431.00","15,987,970.53","15,987,970.53","Health Care","2002305","US0028241000","New York Stock Exchange Inc."
"CB","CHUBB LTD","Equity","0.26","126.61","125,605.00","15,902,849.05","15,902,849.05","Financials","B3BQMF6","CH0044328745","New York Stock Exchange Inc."
"DHR","DANAHER CORP","Equity","0.26","98.36","161,625.00","15,897,435.00","15,897,435.00","Industrials","2250870","US2358511028","New York Stock Exchange Inc."
"AVGO","BROADCOM LTD","Equity","0.26","154.36","101,941.00","15,735,612.76","15,735,612.76","Information Technology","BD9WQP4","SG9999014823","NASDAQ"
"OXY","OCCIDENTAL PETROLEUM CORP","Equity","0.26","75.44","207,719.00","15,670,321.36","15,670,321.36","Energy","2655408","US6745991058","New York Stock Exchange Inc."
"DOW","DOW CHEMICAL","Equity","0.26","51.36","302,708.00","15,547,082.88","15,547,082.88","Materials","2278719","US2605431038","New York Stock Exchange Inc."
"CRM","SALESFORCE.COM INC","Equity","0.25","83.71","177,823.00","14,885,563.33","14,885,563.33","Information Technology","2310525","US79466L3024","New York Stock Exchange Inc."
"EMC","EMC CORP","Equity","0.24","27.95","524,961.00","14,672,659.95","14,672,659.95","Information Technology","2295172","US2686481027","New York Stock Exchange Inc."
"DUK","DUKE ENERGY CORP","Equity","0.24","78.23","187,349.00","14,656,312.27","14,656,312.27","Utilities","B7VD3F2","US26441C2044","New York Stock Exchange Inc."
"COP","CONOCOPHILLIPS","Equity","0.24","43.79","334,266.00","14,637,508.14","14,637,508.14","Energy","2685717","US20825C1045","New York Stock Exchange Inc."
"AXP","AMERICAN EXPRESS","Equity","0.24","65.76","222,159.00","14,609,175.84","14,609,175.84","Financials","2026082","US0258161092","New York Stock Exchange Inc."
"NEE","NEXTERA ENERGY INC","Equity","0.24","120.12","119,915.00","14,404,189.80","14,404,189.80","Utilities","2328915","US65339F1012","New York Stock Exchange Inc."
"F","F MOTOR","Equity","0.24","13.49","1,057,772.00","14,269,344.28","14,269,344.28","Consumer Discretionary","2615468","US3453708600","New York Stock Exchange Inc."
"TJX","TJX INC","Equity","0.23","76.12","184,394.00","14,036,071.28","14,036,071.28","Consumer Discretionary","2989301","US8725401090","New York Stock Exchange Inc."
"GM","GENERAL MOTORS","Equity","0.22","31.28","433,966.00","13,574,456.48","13,574,456.48","Consumer Discretionary","B665KZ5","US37045V1008","New York Stock Exchange Inc."
"ADBE","ADOBE SYSTEM INC","Equity","0.22","99.47","135,413.00","13,469,531.11","13,469,531.11","Information Technology","2008154","US00724F1012","NASDAQ"
"MON","MONSANTO","Equity","0.22","112.47","118,777.00","13,358,849.19","13,358,849.19","Materials","2654320","US61166W1018","New York Stock Exchange Inc."
"KHC","KRAFT HEINZ","Equity","0.22","83.19","159,924.00","13,304,077.56","13,304,077.56","Consumer Staples","BYRY499","US5007541064","NASDAQ"
"ESRX","EXPRESS SCRIPTS HOLDING CO","Equity","0.21","75.55","171,645.00","12,967,779.75","12,967,779.75","Health Care","B7QQYV9","US30219G1085","NASDAQ"
"BK","BANK OF NEW YORK MELLON CORP","Equity","0.21","42.06","303,389.00","12,760,541.34","12,760,541.34","Financials","B1Z77F6","US0640581007","New York Stock Exchange Inc."
"PNC","PNC FINANCIAL SERVICES GROUP INC","Equity","0.21","89.74","140,013.00","12,564,766.62","12,564,766.62","Financials","2692665","US6934751057","New York Stock Exchange Inc."
"KMB","KIMBERLY CLARK CORP","Equity","0.21","127.04","98,408.00","12,501,752.32","12,501,752.32","Consumer Staples","2491839","US4943681035","New York Stock Exchange Inc."
"PYPL","PAYPAL HOLDINGS INC","Equity","0.21","37.79","328,699.00","12,421,535.21","12,421,535.21","Information Technology","BYW36M8","US70450Y1038","NASDAQ"
"BLK","BLACKROCK INC.","Equity","0.20","363.85","33,993.00","12,368,353.05","12,368,353.05","Financials","2494504","US09247X1019","New York Stock Exchange Inc."
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Equity","0.20","218.94","55,894.00","12,237,432.36","12,237,432.36","Consumer Discretionary","BZ6VT82","US16119P1084","NASDAQ"
"SO","SOUTHERN","Equity","0.20","49.44","245,539.00","12,139,448.16","12,139,448.16","Utilities","2829601","US8425871071","New York Stock Exchange Inc."
"AMT","AMERICAN TOWER REIT CORP","Equity","0.20","105.78","114,657.00","12,128,417.46","12,128,417.46","Financials","B7FBFL2","US03027X1000","New York Stock Exchange Inc."
"EOG","EOG RESOURCES INC","Equity","0.20","81.36","148,771.00","12,104,008.56","12,104,008.56","Energy","2318024","US26875P1012","New York Stock Exchange Inc."
"FDX","FEDEX CORP","Equity","0.20","164.97","72,430.00","11,948,777.10","11,948,777.10","Industrials","2142784","US31428X1063","New York Stock Exchange Inc."
"CAT","CATERPILLAR INC","Equity","0.20","72.51","163,428.00","11,850,164.28","11,850,164.28","Industrials","2180201","US1491231015","New York Stock Exchange Inc."
"NFLX","NETFLIX INC","Equity","0.19","102.57","114,958.00","11,791,242.06","11,791,242.06","Consumer Discretionary","2857817","US64110L1061","NASDAQ"
"PSX","PHILLIPS 66","Equity","0.19","80.36","146,523.00","11,774,588.28","11,774,588.28","Energy","B78C4Y8","US7185461040","New York Stock Exchange Inc."
"D","DOMINION RESOURCES INC","Equity","0.19","72.25","160,556.00","11,600,171.00","11,600,171.00","Utilities","2542049","US25746U1097","New York Stock Exchange Inc."
"MET","METLIFE INC","Equity","0.19","45.55","254,084.00","11,573,526.20","11,573,526.20","Financials","2573209","US59156R1086","New York Stock Exchange Inc."
"MCK","MCKESSON CORP","Equity","0.19","183.14","62,625.00","11,469,142.50","11,469,142.50","Health Care","2378534","US58155Q1031","New York Stock Exchange Inc."
"MS","MORGAN STANLEY","Equity","0.19","27.37","414,770.00","11,352,254.90","11,352,254.90","Financials","2262314","US6174464486","New York Stock Exchange Inc."
