iShares Russell 3000 ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Aug 20, 2019"
Total Net Assets,"9,256,219,974.56"
Shares Outstanding,"54,400,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"MSFT","MICROSOFT CORP","Equity","3.59","137.26","2,419,950.00","332,162,337.00","332,162,337.00","Information Technology","2588173","US5949181045","NASDAQ"
"AAPL","APPLE INC","Equity","3.35","210.36","1,472,803.00","309,818,839.08","309,818,839.08","Information Technology","2046251","US0378331005","NASDAQ"
"AMZN","AMAZON COM INC","Equity","2.58","1,801.38","132,325.00","238,367,608.50","238,367,608.50","Consumer Discretionary","2000019","US0231351067","NASDAQ"
"FB","FACEBOOK CLASS A INC","Equity","1.52","183.81","764,604.00","140,541,861.24","140,541,861.24","Communication","B7TL820","US30303M1027","NASDAQ"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Equity","1.34","198.15","625,854.00","124,012,970.10","124,012,970.10","Financials","2073390","US0846707026","New York Stock Exchange Inc."
"GOOG","ALPHABET INC CLASS C","Equity","1.24","1,182.69","97,243.00","115,008,323.67","115,008,323.67","Communication","BYY88Y7","US02079K1079","NASDAQ"
"GOOGL","ALPHABET INC CLASS A","Equity","1.22","1,183.53","95,794.00","113,375,072.82","113,375,072.82","Communication","BYVY8G0","US02079K3059","NASDAQ"
"JNJ","JOHNSON & JOHNSON","Equity","1.20","130.60","849,909.00","110,998,115.40","110,998,115.40","Health Care","2475833","US4781601046","New York Stock Exchange Inc."
"JPM","JPMORGAN CHASE & CO","Equity","1.20","107.31","1,031,925.00","110,735,871.75","110,735,871.75","Financials","2190385","US46625H1005","New York Stock Exchange Inc."
"V","VISA INC CLASS A","Equity","1.08","179.24","556,590.00","99,763,191.60","99,763,191.60","Information Technology","B2PZN04","US92826C8394","New York Stock Exchange Inc."
"PG","PROCTER & GAMBLE","Equity","1.02","118.90","790,830.00","94,029,687.00","94,029,687.00","Consumer Staples","2704407","US7427181091","New York Stock Exchange Inc."
"XOM","EXXON MOBIL CORP","Equity","1.01","69.03","1,354,348.00","93,490,642.44","93,490,642.44","Energy","2326618","US30231G1022","New York Stock Exchange Inc."
"T","AT&T INC","Equity","0.88","34.98","2,335,789.00","81,705,899.22","81,705,899.22","Communication","2831811","US00206R1023","New York Stock Exchange Inc."
"MA","MASTERCARD INC CLASS A","Equity","0.86","277.04","287,183.00","79,561,178.32","79,561,178.32","Information Technology","B121557","US57636Q1040","New York Stock Exchange Inc."
"HD","HOME DEPOT INC","Equity","0.83","217.09","352,621.00","76,550,492.89","76,550,492.89","Consumer Discretionary","2434209","US4370761029","New York Stock Exchange Inc."
"DIS","WALT DISNEY","Equity","0.82","135.13","558,569.00","75,479,428.97","75,479,428.97","Communication","2270726","US2546871060","New York Stock Exchange Inc."
"VZ","VERIZON COMMUNICATIONS INC","Equity","0.80","56.27","1,324,097.00","74,506,938.19","74,506,938.19","Communication","2090571","US92343V1044","New York Stock Exchange Inc."
"BAC","BANK OF AMERICA CORP","Equity","0.79","26.72","2,752,027.00","73,534,161.44","73,534,161.44","Financials","2295677","US0605051046","New York Stock Exchange Inc."
"UNH","UNITEDHEALTH GROUP INC","Equity","0.78","240.16","302,382.00","72,620,061.12","72,620,061.12","Health Care","2917766","US91324P1021","New York Stock Exchange Inc."
"CVX","CHEVRON CORP","Equity","0.77","116.13","609,930.00","70,831,170.90","70,831,170.90","Energy","2838555","US1667641005","New York Stock Exchange Inc."
"MRK","MERCK & CO INC","Equity","0.76","85.65","824,095.00","70,583,736.75","70,583,736.75","Health Care","2778844","US58933Y1055","New York Stock Exchange Inc."
"CSCO","CISCO SYSTEMS INC","Equity","0.73","47.93","1,409,511.00","67,557,862.23","67,557,862.23","Information Technology","2198163","US17275R1023","NASDAQ"
"INTC","INTEL CORP","Equity","0.72","46.60","1,433,488.00","66,800,540.80","66,800,540.80","Information Technology","2463247","US4581401001","NASDAQ"
"KO","COCA-COLA","Equity","0.71","53.88","1,226,454.00","66,081,341.52","66,081,341.52","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc."
"CMCSA","COMCAST CORP CLASS A","Equity","0.68","43.94","1,440,951.00","63,315,386.94","63,315,386.94","Communication","2044545","US20030N1019","NASDAQ"
"PFE","PFIZER INC","Equity","0.67","34.61","1,779,955.00","61,604,242.55","61,604,242.55","Health Care","2684703","US7170811035","New York Stock Exchange Inc."
"PEP","PEPSICO INC","Equity","0.64","132.06","448,133.00","59,180,443.98","59,180,443.98","Consumer Staples","2681511","US7134481081","NASDAQ"
"WFC","WELLS FARGO","Equity","0.63","44.68","1,295,629.00","57,888,703.72","57,888,703.72","Financials","2649100","US9497461015","New York Stock Exchange Inc."
"BA","BOEING","Equity","0.61","331.75","169,331.00","56,175,559.25","56,175,559.25","Industrials","2108601","US0970231058","New York Stock Exchange Inc."
"MCD","MCDONALDS CORP","Equity","0.58","218.47","245,494.00","53,633,074.18","53,633,074.18","Consumer Discretionary","2550707","US5801351017","New York Stock Exchange Inc."
"WMT","WALMART INC","Equity","0.54","112.05","449,337.00","50,348,210.85","50,348,210.85","Consumer Staples","2936921","US9311421039","New York Stock Exchange Inc."
