iShares Russell 3000 ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Nov 30, 2011"
Total Net Assets,"3,142,597,884.33"
Shares Outstanding,"42,450,000.00"
Stock,"99.71"
Bond,"0.00"
Cash,"0.05"
Other,"0.24"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"TETAB","TETON ADVISORS INC CLASS B","Equity","0.00","16.05","32.00","513.60","-","Financial Services","B64SQL4","US88165Y1010","Non-Nms Quotation Service (Nnqs)"
"SEB","SEABOARD CORP","Equity","0.00","2,009.71","72.00","144,699.12","-","Consumer Staples","2786687","US8115431079","Nyse Mkt Llc"
"ISRL","ISRAMCO INC","Equity","0.00","81.74","237.00","19,372.38","-","Energy","2247571","US4651414066","NASDAQ"
"ARDNA","ARDEN GROUP INC CLASS A","Equity","0.00","96.49","251.00","24,218.99","-","Consumer Staples","2047425","US0397621097","NASDAQ"
"CIX","COMPX INTERNATIONAL INC","Equity","0.00","15.52","268.00","4,159.36","-","Materials & Processing","2201908","US20563P1012","Nyse Mkt Llc"
"BH","BIGLARI HOLDINGS INC","Equity","0.00","343.82","281.00","96,613.42","-","Consumer Discretionary","2843430","US08986R1014","New York Stock Exchange Inc."
"VALU","VALUE LINE INC","Equity","0.00","11.91","298.00","3,549.18","-","Financial Services","2926751","US9204371002","NASDAQ"
"ATRI","ATRION CORP","Equity","0.00","242.82","362.00","87,900.84","-","Health Care","2012735","US0499041053","NASDAQ"
"NRCI","NATIONAL RESEARCH CORP.","Equity","0.00","33.63","404.00","13,586.52","-","Health Care","2114073","US6373721033","NASDAQ"
"CFNB","CALIFORNIA FIRST NATIONAL BANCORP","Equity","0.00","15.85","456.00","7,227.60","-","Financial Services","2031439","US1302221023","NASDAQ"
"ALX","ALEXANDERS REIT INC","Equity","0.01","396.61","464.00","184,027.04","-","Financial Services","2014021","US0147521092","New York Stock Exchange Inc."
"NWLI","NATIONAL WESTERN LIFE INSURANCE CO","Equity","0.00","145.04","494.00","71,649.76","-","Financial Services","2627764","US6385221022","NASDAQ"
"WINA","WINMARK CORP","Equity","0.00","54.90","506.00","27,779.40","-","Consumer Discretionary","2391092","US9742501029","NASDAQ"
"PLPC","PREFORMED LINE PRODUCTS","Equity","0.00","53.17","546.00","29,030.82","-","Producer Durables","2798466","US7404441047","NASDAQ"
"GRIF","GRIFFIN INDUSTRIAL REALTY INC","Equity","0.00","28.00","559.00","15,652.00","-","Financial Services","2023931","US3982311009","NASDAQ"
"DHIL","DIAMOND HILL INVESTMENT GROUP INC","Equity","0.00","75.38","574.00","43,268.12","-","Financial Services","2801137","US25264R2076","NASDAQ"
"USLM","UNITED STATES LIME AND MINERALS IN","Equity","0.00","55.22","582.00","32,138.04","-","Materials & Processing","2724115","US9119221029","NASDAQ"
"OFLX","OMEGA FLEX INC","Equity","0.00","13.47","616.00","8,297.52","-","Materials & Processing","B0FPH75","US6820951043","NASDAQ"
"VIAS","VIASYSTEMS GROUP INC.","Equity","0.00","18.24","638.00","11,637.12","-","Technology","B62FJ41","US92553H8034","NASDAQ"
"CSWC","CAPITAL SOUTHWEST CORP","Equity","0.00","85.98","655.00","56,316.90","-","Financial Services","2174583","US1405011073","NASDAQ"
"CNBKA","CENTURY BANCORP INC CLASS A","Equity","0.00","27.95","769.00","21,493.55","-","Financial Services","2185563","US1564321065","NASDAQ"
"LAWS","LAWSON PRODUCTS INC","Equity","0.00","15.76","779.00","12,277.04","-","Materials & Processing","2508126","US5207761058","NASDAQ"
"ALCO","ALICO INC","Equity","0.00","17.94","799.00","14,334.06","-","Consumer Staples","2016425","US0162301040","NASDAQ"
"SGA","SAGA COMMUNICATIONS INC CLASS A","Equity","0.00","35.30","804.00","28,381.20","-","Consumer Discretionary","2767013","US7865983008","Nyse Mkt Llc"
"BARI","BANCORP RHODE ISLAND","Equity","0.00","43.26","846.00","36,597.96","-","Financial Services","2624668","US0596901076","NASDAQ"
"PWOD","PENNS WOODS BANCORP INC","Equity","0.00","38.35","855.00","32,789.25","-","Financial Services","2552866","US7084301032","NASDAQ"
"PLUS","EPLUS","Equity","0.00","27.77","859.00","23,854.43","-","Technology","2597748","US2942681071","NASDAQ"
