Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Year
FOXA,TWENTY FIRST CENTURY FOX INC CLASS,Equity,0.34,35.18,519827,18287513.86,-,Consumer Discretionary,BBM4S68,US90130A1016,NASDAQ,2013
TWX*,TIME WARNER INC,Equity,0.31,69.72,243841,17000594.52,-,Consumer Discretionary,B3QHV68,US8873173038,Bolsa Mexicana De Valores,2013
PCLN,THE PRICELINE GROUP INC,Equity,0.29,1162.4,13481,15670314.4,-,Consumer Discretionary,2779063,US7415034039,NASDAQ,2013
F,F MOTOR,Equity,0.29,15.43,1009889,15582587.27,-,Consumer Discretionary,4232490,US3453708600,SIX Swiss Exchange,2013
SBUX,STARBUCKS CORP,Equity,0.28,78.39,196265,15385213.35,-,Consumer Discretionary,2842255,US8552441094,NASDAQ,2013
NKE,NIKE INC CLASS B,Equity,0.27,78.64,184857,14537154.48,-,Consumer Discretionary,2640147,US6541061031,New York Stock Exchange Inc.,2013
LOW,LOWES COMPANIES INC,Equity,0.26,49.55,285486,14145831.3,-,Consumer Discretionary,2536763,US5486611073,New York Stock Exchange Inc.,2013
COST,COSTCO WHOLESALE CORP,Equity,0.25,119.01,114429,13618195.29,-,Consumer Discretionary,2701271,US22160K1051,NASDAQ,2013
TJX,TJX INC,Equity,0.22,63.73,187779,11967155.67,-,Consumer Discretionary,2989301,US8725401090,New York Stock Exchange Inc.,2013
TGT,TARGET CORP,Equity,0.2,63.27,168481,10659792.87,-,Consumer Discretionary,2259101,US87612E1064,New York Stock Exchange Inc.,2013
T3W1,TIME WARNER CABLE-A,Equity,0.19,135.5,75945,10290547.5,-,Consumer Discretionary,B650CM2,US88732J2078,Boerse Berlin,2013
CBS,CBS CORP CLASS B,Equity,0.19,63.74,161182,10273740.68,-,Consumer Discretionary,B0SRLH6,US1248572026,New York Stock Exchange Inc.,2013
VIAB,VIACOM INC CLASS B,Equity,0.19,87.34,116428,10168821.52,-,Consumer Discretionary,B0SRLF4,US92553P2011,NASDAQ,2013
JCI,JOHNSON CONTROLS INC,Equity,0.17,51.3,178893,9177210.9,-,Consumer Discretionary,2476803,US4783661071,New York Stock Exchange Inc.,2013
LBTYA,LIBERTY GLOBAL PLC CLASS A,Equity,0.17,88.99,102432,9115423.68,-,Consumer Discretionary,B8W6766,GB00B8W67662,NASDAQ,2013
GM,GENERAL MOTORS,Equity,0.16,40.87,217183,8876269.21,-,Consumer Discretionary,B665KZ5,US37045V1008,New York Stock Exchange Inc.,2013
YUM,YUM BRANDS INC,Equity,0.16,75.61,117288,8868145.68,-,Consumer Discretionary,2098876,US9884981013,New York Stock Exchange Inc.,2013
DTV,DIRECTV,Equity,0.16,69.09,128105,8850774.45,-,Consumer Discretionary,B84LSN3,US25490A3095,NASDAQ,2013
LVS,LAS VEGAS SANDS CORP,Equity,0.15,78.87,102251,8064536.37,-,Consumer Discretionary,B02T2J7,US5178341070,New York Stock Exchange Inc.,2013
DISCA,DISCOVERY COMMUNICATIONS INC SERIE,Equity,0.11,90.42,63949,5782268.58,-,Consumer Discretionary,B3D7K31,US25470F1049,NASDAQ,2013
VFC,VF CORP,Equity,0.11,62.34,92687,5778107.58,-,Consumer Discretionary,2928683,US9182041080,New York Stock Exchange Inc.,2013
MHFI,S&P GLOBAL INC,Equity,0.1,78.2,71632,5601622.4,-,Consumer Discretionary,2551443,1188001,New York Stock Exchange Inc.,2013
M,MACYS INC,Equity,0.1,53.4,100340,5358156,-,Consumer Discretionary,2345022,US55616P1049,New York Stock Exchange Inc.,2013
DG,DOLLAR GENERAL CORP,Equity,0.1,60.32,85477,5155972.64,-,Consumer Discretionary,B5B1S13,US2566771059,New York Stock Exchange Inc.,2013
OMC,OMNICOM GROUP INC,Equity,0.09,74.37,67587,5026445.19,-,Consumer Discretionary,2279303,US6819191064,New York Stock Exchange Inc.,2013
DLPH,DELPHI AUTOMOTIVE PLC,Equity,0.09,60.13,81765,4916529.45,-,Consumer Discretionary,B783TY6,JE00B783TY65,New York Stock Exchange Inc.,2013
NFLX,NETFLIX INC,Equity,0.09,368.17,13120,4830390.4,-,Consumer Discretionary,2857817,US64110L1061,NASDAQ,2013
BBBY,BED BATH AND BEYOND INC,Equity,0.08,80.3,57105,4585531.5,-,Consumer Discretionary,2085878,US0758961009,NASDAQ,2013
EL,ESTEE LAUDER INC CLASS A,Equity,0.08,75.32,60624,4566199.68,-,Consumer Discretionary,2320524,US5184391044,New York Stock Exchange Inc.,2013
AZO,AUTOZONE INC,Equity,0.08,477.94,9249,4420467.06,-,Consumer Discretionary,2065955,US0533321024,New York Stock Exchange Inc.,2013
CCL,CARNIVAL CORP,Equity,0.08,40.17,109356,4392830.52,-,Consumer Discretionary,2523044,PA1436583006,New York Stock Exchange Inc.,2013
ROST,ROSS STORES INC,Equity,0.08,74.93,57481,4307051.33,-,Consumer Discretionary,2746711,US7782961038,NASDAQ,2013
CMG,CHIPOTLE MEXICAN GRILL INC,Equity,0.08,532.78,8056,4292075.68,-,Consumer Discretionary,B0X7DZ3,US1696561059,New York Stock Exchange Inc.,2013
MAT,MATTEL INC,Equity,0.08,47.58,90113,4287576.54,-,Consumer Discretionary,2572303,US5770811025,NASDAQ,2013
KORS,MICHAEL KORS HOLDINGS LTD,Equity,0.08,81.19,52686,4277576.34,-,Consumer Discretionary,B7341C6,VGG607541015,New York Stock Exchange Inc.,2013
COH,COACH INC,Equity,0.08,56.13,73445,4122467.85,-,Consumer Discretionary,2646015,US1897541041,New York Stock Exchange Inc.,2013
WYNN,WYNN RESORTS LTD,Equity,0.08,194.21,21008,4079963.68,-,Consumer Discretionary,2963811,US9831341071,NASDAQ,2013
QVCA,LIBERTY INTERACTIVE QVC GROUP CORP,Equity,0.08,29.35,138504,4065092.4,-,Consumer Discretionary,B144703,US53071M1045,NASDAQ,2013
HOG,HARLEY DAVIDSON INC,Equity,0.07,69.24,58600,4057464,-,Consumer Discretionary,2411053,US4128221086,New York Stock Exchange Inc.,2013
HOT,STARWOOD HOTELS & RESORTS WORLDWID,Equity,0.07,79.45,50861,4040906.45,-,Consumer Discretionary,B12GHV2,US85590A4013,New York Stock Exchange Inc.,2013
LB,L BRANDS INC,Equity,0.07,61.85,62731,3879912.35,-,Consumer Discretionary,B9M2WX3,US5017971046,New York Stock Exchange Inc.,2013
ORLY,OREILLY AUTOMOTIVE INC,Equity,0.07,128.71,28918,3722035.78,-,Consumer Discretionary,B65LWX6,US67103H1077,NASDAQ,2013
LMCA,LIBERTY MEDIA CORP SERIES A,Equity,0.07,146.45,25256,3698741.2,-,Consumer Discretionary,B7KYMP9,US5312291025,NASDAQ,2013
BWA,BORGWARNER INC,Equity,0.06,55.91,60508,3383002.28,-,Consumer Discretionary,2111955,US0997241064,New York Stock Exchange Inc.,2013
GPC,GENUINE PARTS,Equity,0.06,83.19,40474,3367032.06,-,Consumer Discretionary,2367480,US3724601055,New York Stock Exchange Inc.,2013
KSS,KOHLS CORP,Equity,0.06,56.75,58007,3291897.25,-,Consumer Discretionary,2496113,US5002551043,New York Stock Exchange Inc.,2013
TSLA,TESLA INC,Equity,0.06,150.38,21829,3282645.02,-,Consumer Discretionary,B616C79,US88160R1014,NASDAQ,2013
WHR,WHIRLPOOL CORP,Equity,0.06,156.86,20681,3244021.66,-,Consumer Discretionary,2960384,US9633201069,New York Stock Exchange Inc.,2013
DISH,DISH NETWORK CORP CLASS A,Equity,0.06,57.92,54505,3156929.6,-,Consumer Discretionary,2303581,US25470M1099,NASDAQ,2013
DLTR,DOLLAR TREE INC,Equity,0.06,56.42,54964,3101068.88,-,Consumer Discretionary,2272476,US2567461080,NASDAQ,2013
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Equity,0.06,49.36,60854,3003753.44,-,Consumer Discretionary,2210614,US5719032022,NASDAQ,2013
PVH,PVH CORP,Equity,0.05,136.02,21214,2885528.28,-,Consumer Discretionary,B3V9F12,US6936561009,New York Stock Exchange Inc.,2013
GPS,GAP INC,Equity,0.05,39.08,73014,2853387.12,-,Consumer Discretionary,2360326,US3647601083,New York Stock Exchange Inc.,2013
TSCO,TRACTOR SUPPLY,Equity,0.05,77.58,36493,2831126.94,-,Consumer Discretionary,2900335,US8923561067,NASDAQ,2013
BBY,BEST BUY INC,Equity,0.05,39.88,70888,2827013.44,-,Consumer Discretionary,2094670,US0865161014,New York Stock Exchange Inc.,2013
SIRI,SIRIUS XM HOLDINGS INC,Equity,0.05,3.49,806274,2813896.26,-,Consumer Discretionary,BGLDK10,US82968B1035,NASDAQ,2013
RL,RALPH LAUREN CORP CLASS A,Equity,0.05,176.57,15680,2768617.6,-,Consumer Discretionary,B4V9661,US7512121010,New York Stock Exchange Inc.,2013
KMX,CARMAX INC,Equity,0.05,47.02,58701,2760121.02,-,Consumer Discretionary,2983563,US1431301027,New York Stock Exchange Inc.,2013
SPLS,STAPLES INC,Equity,0.05,15.89,173516,2757169.24,-,Consumer Discretionary,2841489,US8550301027,NASDAQ,2013
TIF,TIFFANY,Equity,0.05,92.78,29214,2710474.92,-,Consumer Discretionary,2892090,US8865471085,New York Stock Exchange Inc.,2013
WYN,WYNDHAM WORLDWIDE CORP,Equity,0.05,73.69,35777,2636407.13,-,Consumer Discretionary,B198391,US98310W1080,New York Stock Exchange Inc.,2013
NLSN,NIELSEN HOLDINGS NV,Equity,0.05,45.89,57066,2618758.74,-,Consumer Discretionary,B4NTRF5,NL0009538479,New York Stock Exchange Inc.,2013
H9B1,HERC HOLDINGS INC,Equity,0.05,28.62,90568,2592056.16,-,Consumer Discretionary,B1HKTD5,US42805T1051,Boerse Berlin,2013
LKQ1,LKQ CORP,Equity,0.05,32.9,77409,2546756.1,-,Consumer Discretionary,B1HHW37,US5018892084,Deutsche Boerse Xetra,2013
SNI,SCRIPPS NETWORKS INTERACTIVE INC C,Equity,0.05,86.41,28640,2474782.4,-,Consumer Discretionary,B39QT24,US8110651010,NASDAQ,2013
PII,POLARIS INDUSTRIES INC,Equity,0.05,145.64,16821,2449810.44,-,Consumer Discretionary,2692933,US7310681025,New York Stock Exchange Inc.,2013
NWL,NEWELL BRANDS INC,Equity,0.05,32.41,75408,2443973.28,-,Consumer Discretionary,2635701,US6512291062,New York Stock Exchange Inc.,2013
TRIP,TRIPADVISOR INC,Equity,0.04,82.83,29300,2426919,-,Consumer Discretionary,B6ZC3N6,US8969452015,NASDAQ,2013
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Equity,0.04,136.76,17329,2369914.04,-,Consumer Discretionary,B4XT1S6,US16117M3051,NASDAQ,2013
MHK,MOHAWK INDUSTRIES INC,Equity,0.04,148.9,15836,2357980.4,-,Consumer Discretionary,2598699,US6081901042,New York Stock Exchange Inc.,2013
JWN,NORDSTROM INC,Equity,0.04,61.8,37931,2344135.8,-,Consumer Discretionary,2641827,US6556641008,New York Stock Exchange Inc.,2013
NWSA,NEWS CORP CLASS A,Equity,0.04,18.02,129890,2340617.8,-,Consumer Discretionary,BBGVT40,US65249B1098,NASDAQ,2013
MGM,MGM RESORTS INTERNATIONAL,Equity,0.04,23.52,97145,2284850.4,-,Consumer Discretionary,2547419,US5529531015,New York Stock Exchange Inc.,2013
NUS,NU SKIN ENTERPRISES INC CLASS A,Equity,0.04,138.22,15302,2115042.44,-,Consumer Discretionary,2616870,US67018T1051,New York Stock Exchange Inc.,2013
AAP,ADVANCE AUTO PARTS INC,Equity,0.04,110.68,18950,2097386,-,Consumer Discretionary,2822019,US00751Y1064,New York Stock Exchange Inc.,2013
TRW,TRW AUTOMOTIVE HOLDINGS CORP,Equity,0.04,74.39,28153,2094301.67,-,Consumer Discretionary,2340801,US87264S1069,New York Stock Exchange Inc.,2013
HRB,H&R BLOCK INC,Equity,0.04,29.04,71089,2064424.56,-,Consumer Discretionary,2105505,US0936711052,New York Stock Exchange Inc.,2013
PHM,PULTEGROUP INC,Equity,0.04,20.37,101335,2064193.95,-,Consumer Discretionary,2708841,US7458671010,New York Stock Exchange Inc.,2013
JAH,JARDEN CORP,Equity,0.04,61.35,33158,2034243.3,-,Consumer Discretionary,2028323,US4711091086,-,2013
RCL,ROYAL CARIBBEAN CRUISES LTD,Equity,0.04,47.42,42727,2026114.34,-,Consumer Discretionary,2754907,LR0008862868,New York Stock Exchange Inc.,2013
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Equity,0.04,17.7,112029,1982913.3,-,Consumer Discretionary,2466321,US4606901001,New York Stock Exchange Inc.,2013
PETM,PETSMART INC,Equity,0.04,72.75,27135,1974071.25,-,Consumer Discretionary,2686107,US7167681060,NASDAQ,2013
FBHS,FORTUNE BRANDS HOME AND SECURITY I,Equity,0.04,45.7,43128,1970949.6,-,Consumer Discretionary,B3MC7D6,US34964C1062,New York Stock Exchange Inc.,2013
AVP,AVON PRODUCTS INC,Equity,0.04,17.22,112781,1942088.82,-,Consumer Discretionary,2066721,US0543031027,New York Stock Exchange Inc.,2013
EXPE,EXPEDIA INC,Equity,0.04,69.66,27820,1937941.2,-,Consumer Discretionary,B748CK2,US30212P3038,NASDAQ,2013
UAA,UNDER ARMOUR INC CLASS A,Equity,0.04,87.3,21857,1908116.1,-,Consumer Discretionary,B0PZN11,3381001,New York Stock Exchange Inc.,2013
DRI,DARDEN RESTAURANTS INC,Equity,0.03,54.37,33827,1839173.99,-,Consumer Discretionary,2289874,US2371941053,New York Stock Exchange Inc.,2013
HBI,HANESBRANDS INC,Equity,0.03,70.27,25613,1799825.51,-,Consumer Discretionary,B1BJSL9,US4103451021,New York Stock Exchange Inc.,2013
TGNA,GANNETT CO INC,Equity,0.03,29.58,59818,1769416.44,-,Consumer Discretionary,2360304,US3647301015,New York Stock Exchange Inc.,2013
LEA,LEAR CORP,Equity,0.03,80.97,21098,1708305.06,-,Consumer Discretionary,B570P91,US5218652049,New York Stock Exchange Inc.,2013
LEN,LENNAR A CORP,Equity,0.03,39.56,42773,1692099.88,-,Consumer Discretionary,2511920,US5260571048,New York Stock Exchange Inc.,2013
HAS,HASBRO INC,Equity,0.03,55.01,30296,1666582.96,-,Consumer Discretionary,2414580,US4180561072,NASDAQ,2013
SIG,SIGNET JEWELERS LTD,Equity,0.03,78.7,21175,1666472.5,-,Consumer Discretionary,B3CTNK6,BMG812761002,New York Stock Exchange Inc.,2013
TLK,TOLL BROTHERS INC,Equity,0.03,37,44203,1635511,-,Consumer Discretionary,B012S11,US8894781033,Boerse Berlin,2013
FDO,FAMILY DOLLAR STORES INC,Equity,0.03,64.97,25111,1631461.67,-,Consumer Discretionary,2331225,US3070001090,New York Stock Exchange Inc.,2013
DHI,D R HORTON INC,Equity,0.03,22.32,72993,1629203.76,-,Consumer Discretionary,2250687,US23331A1097,New York Stock Exchange Inc.,2013
WOO,FOOT LOCKER INC,Equity,0.03,41.44,39109,1620676.96,-,Consumer Discretionary,5478022,US3448491049,Boerse Muenchen,2013
ULTA,ULTA BEAUTY INC,Equity,0.03,96.52,16619,1604065.88,-,Consumer Discretionary,B28TS42,US90384S3031,NASDAQ,2013
FOSL,FOSSIL GROUP INC,Equity,0.03,119.94,12863,1542788.22,-,Consumer Discretionary,BBGT609,US34988V1061,NASDAQ,2013
GT,GOODYEAR TIRE & RUBBER,Equity,0.03,23.85,64336,1534413.6,-,Consumer Discretionary,2378200,US3825501014,NASDAQ,2013
GME,GAMESTOP CORP CLASS A,Equity,0.03,49.26,31090,1531493.4,-,Consumer Discretionary,B0LLFT5,US36467W1099,New York Stock Exchange Inc.,2013
WM1,WILLIAMS SONOMA INC,Equity,0.03,58.28,25529,1487830.12,-,Consumer Discretionary,5716056,US9699041011,Boerse Muenchen,2013
DSG,DICKS SPORTING INC,Equity,0.03,58.1,25599,1487301.9,-,Consumer Discretionary,B012LH8,US2533931026,Deutsche Boerse Xetra,2013
GRMN,GARMIN LTD,Equity,0.03,46.22,32074,1482460.28,-,Consumer Discretionary,B3Z5T14,CH0114405324,NASDAQ,2013
HAR,HARMAN INTERNATIONAL INC,Equity,0.03,81.85,17750,1452837.5,-,Consumer Discretionary,2411138,US4130861093,-,2013
WBC,WABCO HOLDINGS INC,Equity,0.03,93.41,15295,1428705.95,-,Consumer Discretionary,B23CNQ3,US92927K1025,New York Stock Exchange Inc.,2013
DNKN,DUNKIN BRANDS GROUP INC,Equity,0.02,48.2,27825,1341165,-,Consumer Discretionary,B3LHT03,US2655041000,NASDAQ,2013
SBH,SALLY BEAUTY HOLDINGS INC,Equity,0.02,30.23,44350,1340700.5,-,Consumer Discretionary,B1GZ005,US79546E1047,New York Stock Exchange Inc.,2013
TUP,TUPPERWARE BRANDS CORP,Equity,0.02,94.53,13815,1305931.95,-,Consumer Discretionary,2872069,US8998961044,New York Stock Exchange Inc.,2013
NVR,NVR INC,Equity,0.02,1026.01,1271,1304058.71,-,Consumer Discretionary,2637785,US62944T1051,New York Stock Exchange Inc.,2013
PNRA,PANERA BREAD CLASS A,Equity,0.02,176.69,7285,1287186.65,-,Consumer Discretionary,2063034,US69840W1080,NASDAQ,2013
GNTX,GENTEX CORP,Equity,0.02,32.99,37970,1252630.3,-,Consumer Discretionary,2366799,US3719011096,NASDAQ,2013
IGT,INTERNATIONAL GAME TECHNOLOGY,Equity,0.02,18.16,68105,1236786.8,-,Consumer Discretionary,2464972,US4599021023,New York Stock Exchange Inc.,2013
LVNTA,LIBERTY VENTURES - SER A,Equity,0.02,122.59,9585,1175025.15,-,Consumer Discretionary,B8FK6R9,US53071M8800,NASDAQ,2013
LEG,LEGGETT & PLATT INC,Equity,0.02,30.94,36870,1140757.8,-,Consumer Discretionary,2510682,US5246601075,New York Stock Exchange Inc.,2013
CAR,AVIS BUDGET GROUP INC,Equity,0.02,40.42,27740,1121250.8,-,Consumer Discretionary,B1CL8J2,US0537741052,NASDAQ,2013
BC,BRUNSWICK CORP,Equity,0.02,46.06,23492,1082041.52,-,Consumer Discretionary,2149309,US1170431092,New York Stock Exchange Inc.,2013
AMCX,AMC NETWORKS CLASS A INC,Equity,0.02,68.11,15699,1069258.89,-,Consumer Discretionary,B4MG4Z6,US00164V1035,NASDAQ,2013
VC,VISTEON CORP,Equity,0.02,81.89,12984,1063259.76,-,Consumer Discretionary,B4N0JJ6,US92839U2069,New York Stock Exchange Inc.,2013
LAMR,LAMAR ADVERTISING CO. CL A,Equity,0.02,52.25,20300,1060675,-,Consumer Discretionary,2508416,US5128151017,NASDAQ,2013
CRI,CARTERS INC,Equity,0.02,71.79,14489,1040165.31,-,Consumer Discretionary,2980939,US1462291097,New York Stock Exchange Inc.,2013
URBN,URBAN OUTFITTERS INC,Equity,0.02,37.1,28000,1038800,-,Consumer Discretionary,2933438,US9170471026,NASDAQ,2013
EZV,DOMINOS PIZZA INC,Equity,0.02,69.65,14702,1023994.3,-,Consumer Discretionary,B01WTK7,US25754A2015,Boerse Berlin,2013
CNK,CINEMARK HOLDINGS INC,Equity,0.02,33.33,30226,1007432.58,-,Consumer Discretionary,B1W7RQ0,US17243V1026,New York Stock Exchange Inc.,2013
SVC,SERVICE CORPORATION INTERNATIONAL,Equity,0.02,18.13,55369,1003839.97,-,Consumer Discretionary,B1C5399,US8175651046,Deutsche Boerse Xetra,2013
FNP,FIFTH & PACIFIC COMPANIES INC,Equity,0.02,32.07,31082,996799.74,-,Consumer Discretionary,B87FD04,US3166451001,New York Stock Exchange Inc.,2013
P,PANDORA MEDIA INC,Equity,0.02,26.6,36997,984120.2,-,Consumer Discretionary,B62N8L5,US6983541078,New York Stock Exchange Inc.,2013
BID,SOTHEBYS,Equity,0.02,53.2,17722,942810.4,-,Consumer Discretionary,2822406,US8358981079,New York Stock Exchange Inc.,2013
MSG,MADISON SQUARE GARDEN CLASS A,Equity,0.02,57.58,15866,913564.28,-,Consumer Discretionary,B60SJT7,US55826P1003,New York Stock Exchange Inc.,2013
CVC,CABLEVISION SYSTEMS CORP CLASS A,Equity,0.02,17.93,50930,913174.9,-,Consumer Discretionary,2162243,US12686C1099,New York Stock Exchange Inc.,2013
TEN,TENNECO INC,Equity,0.02,56.57,15922,900707.54,-,Consumer Discretionary,2512600,US8803491054,New York Stock Exchange Inc.,2013
WWW,WOLVERINE WORLD WIDE INC,Equity,0.02,33.96,25572,868425.12,-,Consumer Discretionary,2977500,US9780971035,New York Stock Exchange Inc.,2013
TPX,TEMPUR SEALY INTERNATIONAL INC,Equity,0.02,53.96,15612,842423.52,-,Consumer Discretionary,2216991,US88023U1016,New York Stock Exchange Inc.,2013
CAB,CABELAS INC,Equity,0.02,66.66,12462,830716.92,-,Consumer Discretionary,B00N2Z7,US1268043015,New York Stock Exchange Inc.,2013
STRZA,STARZ,Equity,0.01,29.24,27753,811497.72,-,Consumer Discretionary,B8DXDB3,US85571Q1022,NASDAQ,2013
CHS,CHICOS FAS INC,Equity,0.01,18.84,42439,799550.76,-,Consumer Discretionary,2196781,US1686151028,New York Stock Exchange Inc.,2013
DSW,DSW INC CLASS A,Equity,0.01,42.73,18656,797170.88,-,Consumer Discretionary,B0BV2V6,US23334L1026,New York Stock Exchange Inc.,2013
BYI,BALLY TECHNOLOGIES INC.,Equity,0.01,78.45,10070,789991.5,-,Consumer Discretionary,2380818,US05874B1070,New York Stock Exchange Inc.,2013
EAT,BRINKER INTERNATIONAL INC,Equity,0.01,46.34,16868,781663.12,-,Consumer Discretionary,2193544,US1096411004,New York Stock Exchange Inc.,2013
DAN,DANA INCORPORATED INC,Equity,0.01,19.62,38750,760275,-,Consumer Discretionary,B2PFJR3,US2358252052,New York Stock Exchange Inc.,2013
DECK,DECKERS OUTDOOR CORP,Equity,0.01,84.46,8989,759210.94,-,Consumer Discretionary,2267278,US2435371073,New York Stock Exchange Inc.,2013
GHC,GRAHAM HOLDINGS COMPANY CLASS B,Equity,0.01,663.32,1120,742918.4,-,Consumer Discretionary,BGM1B98,US3846371041,New York Stock Exchange Inc.,2013
