Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Year
LEARQ,LEAR CORP.,Equity,0,1.41,20662.00,29133.42,-,Industrials,2509754,US5218651058,Non-Nms Quotation Service (Nnqs),2008
WBC,WABCO HOLDINGS INC,Equity,0.01,15.79,21430.00,338379.71,-,Industrials,B23CNQ3,US92927K1025,New York Stock Exchange Inc.,2008
FRPT,FORCE PROTECTION,Equity,0,5.98,21469.00,128384.62,-,Industrials,B064LH9,US3452032028,NASDAQ,2008
QTWW,QUANTUM FUEL SYSTEMS TECHNOLOGIES,Equity,0,0.85,22645.00,19248.25,-,Industrials,2962410,US74765E2081,NASDAQ,2008
ALV,AUTOLIV INC,Equity,0.02,21.46,23868.00,512207.28,-,Industrials,2064253,US0528001094,New York Stock Exchange Inc.,2008
OSK,OSHKOSH CORP,Equity,0.01,8.89,24017.00,213511.13,-,Industrials,2663520,US6882392011,New York Stock Exchange Inc.,2008
MTOR,MERITOR INC,Equity,0,2.85,25350.00,72247.50,-,Industrials,2608349,US59001K1007,New York Stock Exchange Inc.,2008
JBHT,JB HUNT TRANSPORT SERVICES INC,Equity,0.02,26.27,26469.00,695340.63,-,Industrials,2445416,US4456581077,NASDAQ,2008
KSU,KANSAS CITY SOUTHERN,Equity,0.02,19.05,29185.00,555974.25,-,Industrials,2607647,US4851703029,New York Stock Exchange Inc.,2008
DAN,DANA INCORPORATED INC,Equity,0,0.74,31791.00,23525.34,-,Industrials,B2PFJR3,US2358252052,New York Stock Exchange Inc.,2008
UTIW,UTI WORLDWIDE INC,Equity,0.02,14.34,33538.00,480934.92,-,Industrials,2676368,VGG872101032,NASDAQ,2008
HAYZQ,HAYES LEMMERZ INTERNATIONAL INC. C,Equity,0,0.45,33821.00,15219.45,-,Industrials,2732464,US4207813043,Non-Nms Quotation Service (Nnqs),2008
CAL,CONTINENTAL AIRLINES B,Equity,0.02,18.06,35905.00,648444.30,-,Industrials,2220527,US2107953083,New York Stock Exchange Inc.,2008
AAI,AIRTRAN HOLDINGS INC,Equity,0.01,4.44,36460.00,161882.40,-,Industrials,2934550,US00949P1084,New York Stock Exchange Inc.,2008
LCC,US AIRWAYS GROUP INC.,Equity,0.01,7.73,37187.00,287455.51,-,Industrials,B0LGKM8,US90341W1080,New York Stock Exchange Inc.,2008
BWA,BORGWARNER INC,Equity,0.03,21.77,37707.00,820881.39,-,Industrials,2111955,US0997241064,New York Stock Exchange Inc.,2008
VSTNQ,VISTEON CORP,Equity,0,0.35,40799.00,14279.65,-,Industrials,2600260,US92839U1079,Non-Nms Quotation Service (Nnqs),2008
UAUA,UAL CORP,Equity,0.01,11.02,42109.00,464041.18,-,Industrials,B0XNNM8,US9025498075,NASDAQ,2008
GNTX,GENTEX CORP,Equity,0.01,8.83,45666.00,403230.78,-,Industrials,2366799,US3719011096,NASDAQ,2008
GPC,GENUINE PARTS,Equity,0.06,37.86,53264.00,2016575.04,-,Industrials,2367480,US3724601055,New York Stock Exchange Inc.,2008
CHRW,CH ROBINSON WORLDWIDE INC,Equity,0.1,55.03,55690.00,3064620.70,-,Industrials,2116228,US12541W2098,NASDAQ,2008
JBLU,JETBLUE AIRWAYS CORP,Equity,0.01,7.10,55738.00,395739.81,-,Industrials,2852760,US4771431016,NASDAQ,2008
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Equity,0.07,33.27,70031.00,2329931.37,-,Industrials,2325507,US3021301094,NASDAQ,2008
HOG,HARLEY DAVIDSON INC,Equity,0.04,16.97,76744.00,1302345.68,-,Industrials,2411053,US4128221086,New York Stock Exchange Inc.,2008
GT,GOODYEAR TIRE & RUBBER,Equity,0.01,5.97,78477.00,468507.69,-,Industrials,2378200,US3825501014,NASDAQ,2008
AAMRQ,AMR CORP.,Equity,0.03,10.67,91043.00,971428.81,-,Industrials,2001692,US0017651060,Non-Nms Quotation Service (Nnqs),2008
BNI,BURLINGTON NORTHERN,Equity,0.22,75.71,91777.00,6948436.67,-,Industrials,2154927,US12189T1043,New York Stock Exchange Inc.,2008
FDX,FEDEX CORP,Equity,0.21,64.15,101116.00,6486591.40,-,Industrials,2142784,US31428X1063,New York Stock Exchange Inc.,2008
PCAR,PACCAR INC,Equity,0.11,28.60,119380.00,3414268.00,-,Industrials,2665861,US6937181088,NASDAQ,2008
NSC,NORFOLK SOUTHERN CORP,Equity,0.18,47.05,122524.00,5764754.20,-,Industrials,2641894,US6558441084,New York Stock Exchange Inc.,2008
CSX,CSX CORP,Equity,0.14,32.47,132006.00,4286234.82,-,Industrials,2160753,US1264081035,NASDAQ,2008
MTLQQ,MOTORS LIQUIDATION CO,Equity,0.02,3.20,160494.00,513580.80,-,Industrials,2365804,US62010A1051,Non-Nms Quotation Service (Nnqs),2008
UNP,UNION PACIFIC CORP,Equity,0.26,47.80,168459.00,8052340.20,-,Industrials,2914734,US9078181081,New York Stock Exchange Inc.,2008
DAL,DELTA AIR LINES INC,Equity,0.07,11.46,195885.00,2244842.18,-,Industrials,B1W9D46,US2473617023,New York Stock Exchange Inc.,2008
UPS,UNITED PARCEL SERVICE INC CLASS B,Equity,0.39,55.16,222930.00,12296818.80,-,Industrials,2517382,US9113121068,New York Stock Exchange Inc.,2008
LUV,SOUTHWEST AIRLINES,Equity,0.07,8.62,237866.00,2050404.92,-,Industrials,2831543,US8447411088,New York Stock Exchange Inc.,2008
F,F MOTOR,Equity,0.06,2.29,755836.00,1730864.44,-,Industrials,4232490,US3453708600,SIX Swiss Exchange,2008
ARTL,ARISTOTLE CORP COM NEW,Equity,0,3.63,238.00,863.94,-,Consumer Discretionary,2328108,US0404482012,NASDAQ,2008
LAWS,LAWSON PRODUCTS INC,Equity,0,22.85,1269.00,28996.65,-,Consumer Discretionary,2508126,US5207761058,NASDAQ,2008
NPK,NATIONAL PRESTO INDUSTRIES INC,Equity,0,77.00,1321.00,101717.00,-,Consumer Discretionary,2626802,US6372151042,New York Stock Exchange Inc.,2008
BAGL,EINSTEIN NOAH RESTAURANT GROUP INC,Equity,0,5.75,1339.00,7699.25,-,Consumer Discretionary,2042486,US28257U1043,NASDAQ,2008
LINC,LINCOLN EDUCATIONAL SERVICES CORP,Equity,0,13.25,1364.00,18073.00,-,Consumer Discretionary,B0BV2Y9,US5335351004,NASDAQ,2008
GHC,GRAHAM HOLDINGS COMPANY CO CLASS B,Equity,0.03,390.25,2018.00,787524.50,-,Consumer Discretionary,2942003,US9396401088,New York Stock Exchange Inc.,2008
BIDZ,BIDZ.COM INC,Equity,0,4.60,2086.00,9595.60,-,Consumer Discretionary,B28C4R6,US08883T2006,Non-Nms Quotation Service (Nnqs),2008
RICK,RICKS CABARET INTERNATIONAL INC.,Equity,0,3.99,2133.00,8510.67,-,Consumer Discretionary,2399988,US7656413033,NASDAQ,2008
FSCI,FISHER COMMUNICATIONS INC.,Equity,0,20.64,2136.00,44087.04,-,Consumer Discretionary,2648743,US3377562091,NASDAQ,2008
PONE,PROTECTION ONE INC.,Equity,0,4.78,2190.00,10468.20,-,Consumer Discretionary,B065VY9,US7436634031,NASDAQ,2008
SYMSQ,SYMS CORP,Equity,0,8.88,2253.00,20006.64,-,Consumer Discretionary,2867924,US8715511072,Non-Nms Quotation Service (Nnqs),2008
ICFI,ICF INTERNATIONAL INC,Equity,0,24.57,2254.00,55380.78,-,Consumer Discretionary,B1FP363,US44925C1036,NASDAQ,2008
LRN,K12 INC,Equity,0,18.75,2325.00,43593.75,-,Consumer Discretionary,B29ZB62,US48273U1025,New York Stock Exchange Inc.,2008
WEYS,WEYCO GROUP INC,Equity,0,33.05,2356.00,77865.80,-,Consumer Discretionary,2947774,US9621491003,NASDAQ,2008
CHKE,CHEROKEE INC,Equity,0,17.35,2373.00,41171.55,-,Consumer Discretionary,2186920,US16444H1023,NASDAQ,2008
CSS,CSS INDUSTRIES INC,Equity,0,17.74,2438.00,43250.12,-,Consumer Discretionary,2160690,US1259061075,New York Stock Exchange Inc.,2008
LVB,STEINWAY MUSICAL INSTRUMENTS INC.,Equity,0,17.51,2473.00,43302.23,-,Consumer Discretionary,2848770,US8584951045,New York Stock Exchange Inc.,2008
ICTG.,ICT GROUP,Equity,0,4.58,2488.00,11395.04,-,Consumer Discretionary,2438795,US44929Y1010,NASDAQ,2008
USNA,USANA HEALTH SCIENCES INC,Equity,0,34.24,2550.00,87312.00,-,Consumer Discretionary,2267698,US90328M1071,New York Stock Exchange Inc.,2008
RLRN,RENAISSANCE LEARNING,Equity,0,8.99,2565.00,23059.35,-,Consumer Discretionary,2108719,US75968L1052,NASDAQ,2008
PPD,PRE-PAID LEGAL SERVICES INC.,Equity,0,37.29,2658.00,99116.82,-,Consumer Discretionary,2699558,US7400651078,New York Stock Exchange Inc.,2008
CORE,CORE MARK HOLDING INC,Equity,0,21.52,2689.00,57867.28,-,Consumer Discretionary,B0637B2,US2186811046,NASDAQ,2008
REX,REX AMERICAN RESOURCES CORP,Equity,0,8.07,2697.00,21764.79,-,Consumer Discretionary,2063670,US7616241052,New York Stock Exchange Inc.,2008
LTRE,LEARNING TREE INTERNATIONAL INC,Equity,0,8.52,2707.00,23063.64,-,Consumer Discretionary,2510767,US5220151063,Non-Nms Quotation Service (Nnqs),2008
CNXN,PC CONNECTION INC,Equity,0,5.12,2714.00,13895.68,-,Consumer Discretionary,2157175,US69318J1007,NASDAQ,2008
HGGGQ,HHGREGG INC,Equity,0,8.68,2716.00,23574.88,-,Consumer Discretionary,B23F715,US42833L1089,Non-Nms Quotation Service (Nnqs),2008
SCVL,SHOE CARNIVAL INC,Equity,0,9.55,2742.00,26186.10,-,Consumer Discretionary,2805474,US8248891090,NASDAQ,2008
STMP,STAMPS.COM INC,Equity,0,9.83,3239.00,31839.37,-,Consumer Discretionary,B013D75,US8528572006,NASDAQ,2008
LL,LUMBER LIQUIDATORS INC.,Equity,0,10.56,3267.00,34499.52,-,Consumer Discretionary,B292WJ3,US55003Q1031,New York Stock Exchange Inc.,2008
KCP,KENNETH COLE PRODUCTIONS INC. CL A,Equity,0,7.08,3312.00,23448.96,-,Consumer Discretionary,2484077,US1932941057,New York Stock Exchange Inc.,2008
FUQI,FUQI INTERNATIONAL INC,Equity,0,6.26,3338.00,20895.88,-,Consumer Discretionary,B28M8B8,US36102A2078,Non-Nms Quotation Service (Nnqs),2008
SP,SP PLUS CORP,Equity,0,19.34,3351.00,64808.34,-,Consumer Discretionary,B018W06,US8537901030,NASDAQ,2008
RVHLQ,RIVIERA HLDGS CORP COM,Equity,0,3.00,3356.00,10068.00,-,Consumer Discretionary,2083151,US7696271003,Non-Nms Quotation Service (Nnqs),2008
CRMT,AMERICAS CAR-MART INC,Equity,0,13.81,3395.00,46884.95,-,Consumer Discretionary,2813961,US03062T1051,NASDAQ,2008
CRRC,COURIER CORP.,Equity,0,17.90,3402.00,60895.80,-,Consumer Discretionary,2229740,US2226601027,NASDAQ,2008
CGX,CONSOLIDATED GRAPHICS INC,Equity,0,22.64,3416.00,77338.24,-,Consumer Discretionary,2222772,US2093411062,New York Stock Exchange Inc.,2008
CHDN,CHURCHILL DOWNS INC,Equity,0,40.42,3437.00,138923.54,-,Consumer Discretionary,2194105,US1714841087,NASDAQ,2008
LQDT,LIQUIDITY SERVICES INC,Equity,0,8.33,3440.00,28655.20,-,Consumer Discretionary,B0ZN8Z4,US53635B1070,NASDAQ,2008
SYX,SYSTEMAX INC,Equity,0,10.77,3440.00,37048.80,-,Consumer Discretionary,2394712,US8718511012,New York Stock Exchange Inc.,2008
UHAL,AMERCO,Equity,0,34.53,3442.00,118852.26,-,Consumer Discretionary,2028174,US0235861004,NASDAQ,2008
CRN,CORNELL COS,Equity,0,18.59,3443.00,64005.37,-,Consumer Discretionary,2224381,US2191411089,New York Stock Exchange Inc.,2008
LOPE,GRAND CANYON EDUCATION INC,Equity,0,18.78,3447.00,64734.66,-,Consumer Discretionary,B3F1XM1,US38526M1062,NASDAQ,2008
PERY,PERRY ELLIS INTERNATIONAL INC,Equity,0,6.34,3581.00,22703.54,-,Consumer Discretionary,2851701,US2888531041,NASDAQ,2008
APEI,AMERICAN PUBLIC EDUCATION INC,Equity,0,37.19,3588.00,133437.72,-,Consumer Discretionary,B292GM4,US02913V1035,NASDAQ,2008
CHDX,CHINDEX INTERNATIONAL INC,Equity,0,7.95,3594.00,28572.30,-,Consumer Discretionary,2397302,US1694671074,NASDAQ,2008
PCMI,PCM INC,Equity,0,4.01,3597.00,14423.97,-,Consumer Discretionary,2203722,US69323K1007,NASDAQ,2008
CRAI,CRA INTERNATIONAL INC,Equity,0,26.93,3646.00,98186.78,-,Consumer Discretionary,2240622,US12618T1051,NASDAQ,2008
AMWD,AMERICAN WOODMARK CORP,Equity,0,18.23,3667.00,66849.41,-,Consumer Discretionary,2030674,US0305061097,NASDAQ,2008
HOFT,HOOKER FURNITURE CORP,Equity,0,7.66,3684.00,28219.44,-,Consumer Discretionary,2748911,US4390381006,NASDAQ,2008
MCRI,MONARCH CASINO AND RESORT INC,Equity,0,11.65,3704.00,43151.60,-,Consumer Discretionary,2599197,US6090271072,NASDAQ,2008
FGXI,FGX INTERNATIONAL HLDGS,Equity,0,13.74,3731.00,51263.94,-,Consumer Discretionary,B28CLY2,-,NASDAQ,2008
CN4,CONNS INC,Equity,0,8.48,3737.00,31689.76,-,Consumer Discretionary,B011DM4,US2082421072,Deutsche Boerse Xetra,2008
GNET,GLOBAL TRAFFIC NETWORK INC.,Equity,0,5.84,3750.00,21900.00,-,Consumer Discretionary,B1214K5,US37947B1035,NASDAQ,2008
CACH,CACHE INC,Equity,0,2.02,3763.00,7601.26,-,Consumer Discretionary,2162599,US1271503088,Non-Nms Quotation Service (Nnqs),2008
MWIV,MWI VETERINARY SUPPLY INC.,Equity,0,26.96,3765.00,101504.40,-,Consumer Discretionary,B0FZ5Q0,US55402X1054,NASDAQ,2008
IPAR,INTER PARFUMS INC,Equity,0,7.68,3873.00,29744.64,-,Consumer Discretionary,2473150,US4583341098,NASDAQ,2008
CDI,CDI CORP,Equity,0,12.94,3874.00,50129.56,-,Consumer Discretionary,2181129,US1250711009,New York Stock Exchange Inc.,2008
GIII,G III APPAREL GROUP LTD,Equity,0,6.39,3893.00,24876.27,-,Consumer Discretionary,2369721,US36237H1014,NASDAQ,2008
HSWI,HSW INTERNATIONAL INC.,Equity,0,0.38,3905.00,1483.90,-,Consumer Discretionary,-,US40431N1046,NASDAQ,2008
FADV,FIRST ADVANTAGE CORP A,Equity,0,14.15,4103.00,58057.45,-,Consumer Discretionary,2743400,US31845F1003,NASDAQ,2008
DECK,DECKERS OUTDOOR CORP,Equity,0.01,79.87,4200.00,335454.00,-,Consumer Discretionary,2267278,US2435371073,New York Stock Exchange Inc.,2008
RHIEQ,RHI ENTERTAINMENT INC.,Equity,0,8.12,4521.00,36710.52,-,Consumer Discretionary,B3B1518,US74957T1043,Non-Nms Quotation Service (Nnqs),2008
PSMT,PRICESMART INC,Equity,0,20.66,4521.00,93403.86,-,Consumer Discretionary,2092942,US7415111092,NASDAQ,2008
REVU,EDUCATION HOLDINGS 1 INC,Equity,0,4.93,4522.00,22293.46,-,Consumer Discretionary,2764735,US7423521076,Non-Nms Quotation Service (Nnqs),2008
NILE,BLUE NILE INC.,Equity,0,24.49,4526.00,110841.74,-,Consumer Discretionary,B00G5P7,US09578R1032,NASDAQ,2008
COLM,COLUMBIA SPORTSWEAR,Equity,0.01,35.37,4526.00,160084.62,-,Consumer Discretionary,2229126,US1985161066,NASDAQ,2008
CTRN,CITI TRENDS INC,Equity,0,14.72,4533.00,66725.76,-,Consumer Discretionary,B06FLD8,US17306X1028,NASDAQ,2008
TRK,SPEEDWAY MOTORSPORTS INC,Equity,0,16.11,4544.00,73203.84,-,Consumer Discretionary,2833765,US8477881069,New York Stock Exchange Inc.,2008
ASCMA,ASCENT CAPITAL GROUP INC SERIES A,Equity,0,21.84,4545.00,99262.89,-,Consumer Discretionary,B3D6PB1,US0436321089,NASDAQ,2008
